click_id,result_id,search_id,user_id,click_date
C000582,R0004999,S004326,U0065,2026-07-07
C000583,R0000273,S000246,U0440,2026-02-03
C000584,R0001982,S001727,U0404,2026-08-05
C000585,R0000783,S000681,U0375,2026-08-02
C000586,R0002392,S002084,U0416,2026-04-30
C000587,R0005793,S005021,U0392,2026-06-22
C000588,R0003884,S003350,U0403,2026-05-11
C000589,R0005572,S004831,U0392,2026-01-05
C000590,R0000792,S000693,U0314,2026-06-24
C000591,R0005374,S004671,U0275,2026-08-10
C000592,R0000953,S000837,U0372,2026-07-17
C000593,R0005256,S004557,U0183,2026-05-14
C000594,R0004124,S003551,U0362,2026-06-19
C000595,R0006799,S005902,U0269,2026-01-06
C000596,R0004200,S003612,U0096,2026-03-07
C000597,R0005725,S004961,U0145,2026-01-24
C000598,R0003824,S003301,U0209,2026-02-10
C000599,R0000974,S000854,U0214,2026-06-07
C000600,R0000232,S000212,U0036,2026-05-07
C000601,R0004969,S004301,U0065,2026-07-13
C000602,R0005785,S005014,U0228,2026-01-24
C000603,R0000824,S000724,U0227,2026-07-09
C000604,R0001697,S001462,U0220,2026-07-20
C000605,R0003410,S002958,U0087,2026-03-16
C000606,R0004549,S003910,U0133,2026-01-26
C000607,R0004557,S003914,U0177,2026-07-15
C000608,R0003630,S003132,U0315,2026-06-06
C000609,R0005142,S004446,U0342,2026-05-28
C000610,R0005591,S004846,U0031,2026-03-06
C000611,R0002440,S002124,U0412,2026-03-12
C000612,R0004028,S003470,U0351,2026-04-23
C000613,R0000008,S000005,U0013,2026-02-20
C000614,R0006249,S005414,U0407,2026-06-01
C000615,R0006426,S005554,U0074,2026-06-28
C000616,R0001094,S000952,U0447,2026-01-06
C000617,R0001640,S001419,U0236,2026-02-10
C000618,R0000412,S000372,U0154,2026-05-28
C000619,R0000425,S000381,U0233,2026-03-19
C000620,R0006749,S005855,U0310,2026-02-21
C000621,R0000226,S000205,U0267,2026-06-25
C000622,R0005857,S005081,U0306,2026-01-03
C000623,R0001193,S001034,U0239,2026-05-04
C000624,R0003126,S002732,U0063,2026-07-10
C000625,R0002269,S001981,U0069,2026-07-09
C000626,R0003994,S003440,U0093,2026-05-14
C000627,R0001220,S001064,U0299,2026-04-21
C000628,R0000271,S000245,U0309,2026-07-13
C000629,R0003111,S002723,U0167,2026-03-29
C000630,R0003063,S002674,U0072,2026-07-03
C000631,R0004250,S003654,U0166,2026-04-29
C000632,R0004453,S003838,U0263,2026-02-10
C000633,R0003148,S002747,U0004,2026-06-11
C000634,R0004436,S003825,U0345,2026-01-29
C000635,R0001386,S001189,U0182,2026-01-25
C000636,R0006001,S005203,U0251,2026-08-18
C000637,R0001793,S001551,U0250,2026-03-31
C000638,R0000220,S000198,U0158,2026-03-09
C000639,R0005160,S004462,U0187,2026-02-06
C000640,R0003597,S003111,U0092,2026-07-04
C000641,R0005471,S004760,U0246,2026-06-03
C000642,R0003881,S003348,U0234,2026-06-19
C000643,R0000772,S000675,U0021,2026-08-21
C000644,R0006854,S005952,U0290,2026-05-07
C000645,R0001474,S001273,U0436,2026-03-05
C000646,R0000342,S000301,U0297,2026-01-13
C000647,R0002594,S002256,U0179,2026-08-07
C000648,R0002158,S001888,U0453,2026-04-25
C000649,R0004488,S003863,U0013,2026-04-23
C000650,R0003900,S003364,U0075,2026-04-10
C000651,R0006327,S005474,U0180,2026-05-23
C000652,R0000382,S000345,U0078,2026-07-09
C000653,R0004140,S003562,U0207,2026-02-22
C000654,R0001769,S001529,U0427,2026-05-10
C000655,R0002003,S001750,U0259,2026-04-19
C000656,R0002352,S002050,U0262,2026-02-12
C000657,R0002105,S001840,U0331,2026-02-09
C000658,R0005746,S004979,U0015,2026-01-26
C000659,R0002738,S002382,U0468,2026-01-17
C000660,R0001219,S001063,U0407,2026-03-05
C000661,R0005945,S005154,U0172,2026-04-04
C000662,R0005543,S004813,U0161,2026-08-02
C000663,R0004205,S003617,U0032,2026-04-13
C000664,R0001101,S000957,U0135,2026-06-07
C000665,R0003904,S003367,U0304,2026-06-23
C000666,R0004077,S003505,U0246,2026-02-04
C000667,R0000455,S000400,U0149,2026-07-21
C000668,R0000720,S000637,U0440,2026-04-03
C000669,R0005169,S004474,U0143,2026-01-28
C000670,R0002373,S002072,U0495,2026-02-16
C000671,R0003196,S002788,U0423,2026-02-09
C000672,R0003721,S003211,U0167,2026-08-09
C000673,R0000303,S000271,U0193,2026-02-05
C000674,R0005745,S004979,U0015,2026-01-26
C000675,R0001172,S001022,U0230,2026-07-26
C000676,R0001664,S001434,U0236,2026-03-10
C000677,R0005508,S004786,U0405,2026-03-15
C000678,R0004251,S003654,U0166,2026-04-29
C000679,R0004577,S003929,U0136,2026-02-07
C000680,R0004188,S003603,U0037,2026-01-25
C000681,R0005637,S004895,U0034,2026-02-13
C000682,R0006693,S005806,U0112,2026-03-09
C000683,R0006134,S005320,U0180,2026-01-10
C000684,R0005701,S004945,U0204,2026-04-26
C000685,R0004316,S003722,U0338,2026-07-26
C000686,R0005009,S004334,U0243,2026-02-15
C000687,R0003240,S002813,U0164,2026-05-06
C000688,R0006473,S005599,U0406,2026-03-12
C000689,R0005527,S004800,U0408,2026-01-25
C000690,R0000075,S000062,U0029,2026-04-29
C000691,R0006564,S005677,U0355,2026-03-04
C000692,R0006827,S005932,U0408,2026-02-01
C000693,R0003930,S003389,U0478,2026-03-29
C000694,R0005014,S004343,U0339,2026-06-15
C000695,R0002136,S001864,U0078,2026-05-07
C000696,R0000972,S000850,U0271,2026-02-28
C000697,R0003137,S002740,U0150,2026-03-13
C000698,R0005030,S004357,U0097,2026-03-24
C000699,R0002015,S001766,U0271,2026-02-02
C000700,R0000853,S000748,U0136,2026-02-17
C000701,R0004456,S003841,U0246,2026-08-21
C000702,R0003946,S003402,U0209,2026-02-22
C000703,R0000212,S000191,U0417,2026-08-06
C000704,R0000174,S000152,U0326,2026-03-14
C000705,R0005905,S005120,U0054,2026-02-11
C000706,R0005959,S005168,U0118,2026-03-08
C000707,R0001987,S001730,U0339,2026-07-03
C000708,R0000020,S000017,U0244,2026-01-10
C000709,R0000562,S000486,U0423,2026-03-21
C000710,R0005279,S004579,U0361,2026-01-27
C000711,R0003605,S003116,U0108,2026-02-06
C000712,R0003183,S002777,U0390,2026-05-12
C000713,R0004913,S004253,U0015,2026-04-20
C000714,R0003064,S002674,U0072,2026-07-03
C000715,R0004842,S004183,U0254,2026-04-30
C000716,R0006611,S005718,U0138,2026-05-12
C000717,R0003782,S003258,U0459,2026-02-04
C000718,R0002260,S001969,U0024,2026-06-08
C000719,R0003330,S002886,U0051,2026-03-28
C000720,R0006768,S005874,U0281,2026-03-07
C000721,R0002578,S002248,U0266,2026-08-02
C000722,R0004398,S003791,U0152,2026-07-02
C000723,R0004158,S003576,U0294,2026-05-27
C000724,R0005662,S004917,U0043,2026-01-06
C000725,R0000966,S000846,U0264,2026-06-24
C000726,R0003706,S003198,U0455,2026-01-06
C000727,R0003327,S002885,U0102,2026-07-05
C000728,R0005753,S004983,U0235,2026-05-26
C000729,R0006536,S005657,U0334,2026-04-22
C000730,R0003849,S003320,U0475,2026-01-10
C000731,R0002695,S002343,U0287,2026-04-21
C000732,R0002324,S002025,U0403,2026-03-19
C000733,R0000298,S000269,U0090,2026-01-28
C000734,R0000468,S000408,U0249,2026-01-06
C000735,R0004160,S003579,U0338,2026-03-24
C000736,R0001196,S001036,U0288,2026-06-25
C000737,R0001174,S001023,U0370,2026-01-12
C000738,R0001151,S001008,U0069,2026-01-15
C000739,R0006344,S005488,U0152,2026-01-21
C000740,R0003003,S002621,U0020,2026-05-17
C000741,R0002870,S002503,U0203,2026-04-24
C000742,R0000328,S000290,U0050,2026-01-01
C000743,R0002188,S001910,U0337,2026-03-05
C000744,R0004983,S004310,U0199,2026-07-26
C000745,R0003455,S002997,U0274,2026-03-19
C000746,R0004214,S003625,U0430,2026-06-07
C000747,R0003734,S003218,U0046,2026-08-06
C000748,R0002383,S002078,U0327,2026-06-30
C000749,R0001772,S001531,U0465,2026-05-29
C000750,R0001889,S001651,U0220,2026-03-21
C000751,R0005145,S004447,U0419,2026-01-13
C000752,R0006460,S005588,U0422,2026-05-25
C000753,R0001998,S001747,U0036,2026-08-04
C000754,R0005780,S005006,U0217,2026-06-22
C000755,R0002791,S002421,U0413,2026-03-04
C000756,R0001932,S001683,U0033,2026-03-14
C000757,R0004611,S003962,U0122,2026-01-29
C000758,R0006546,S005664,U0093,2026-06-30
C000759,R0001030,S000895,U0345,2026-08-26
C000760,R0004235,S003642,U0138,2026-07-01
C000761,R0002865,S002501,U0134,2026-01-08
C000762,R0004786,S004129,U0414,2026-02-11
C000763,R0005856,S005081,U0306,2026-01-03
C000764,R0000801,S000703,U0311,2026-08-04
C000765,R0003370,S002918,U0084,2026-06-16
C000766,R0001542,S001332,U0306,2026-05-23
C000767,R0004784,S004128,U0304,2026-08-11
C000768,R0006724,S005833,U0157,2026-06-19
C000769,R0006106,S005296,U0003,2026-07-23
C000770,R0001787,S001544,U0420,2026-08-20
C000771,R0005164,S004470,U0132,2026-02-11
C000772,R0000674,S000600,U0173,2026-04-03
C000773,R0004799,S004141,U0352,2026-05-24
C000774,R0000402,S000365,U0299,2026-01-18
C000775,R0001546,S001333,U0058,2026-02-20
C000776,R0005389,S004686,U0197,2026-08-04
C000777,R0001928,S001680,U0173,2026-06-28
C000778,R0005248,S004552,U0373,2026-07-27
C000779,R0003419,S002969,U0290,2026-02-21
C000780,R0003901,S003364,U0075,2026-04-10
C000781,R0004715,S004056,U0093,2026-05-26
C000782,R0003060,S002672,U0117,2026-08-16
C000783,R0006532,S005651,U0250,2026-07-20
C000784,R0005458,S004748,U0408,2026-08-28
C000785,R0004000,S003444,U0163,2026-03-02
C000786,R0000911,S000803,U0490,2026-03-29
C000787,R0005128,S004437,U0238,2026-07-05
C000788,R0006615,S005720,U0228,2026-02-02
C000789,R0005625,S004882,U0155,2026-05-10
C000790,R0004610,S003962,U0122,2026-01-29
C000791,R0002436,S002121,U0375,2026-07-31
C000792,R0004912,S004252,U0252,2026-03-23
C000793,R0003903,S003366,U0229,2026-02-20
C000794,R0001418,S001218,U0281,2026-05-27
C000795,R0006832,S005938,U0042,2026-01-11
C000796,R0006080,S005275,U0287,2026-04-01
C000797,R0000133,S000115,U0265,2026-02-10
C000798,R0000959,S000843,U0078,2026-03-28
C000799,R0004825,S004167,U0264,2026-01-13
C000800,R0003076,S002685,U0006,2026-04-21
C000801,R0002810,S002435,U0448,2026-08-22
C000802,R0005162,S004465,U0095,2026-08-08
C000803,R0003939,S003396,U0392,2026-06-10
C000804,R0001085,S000946,U0199,2026-02-22
C000805,R0002321,S002024,U0200,2026-07-26
C000806,R0002784,S002414,U0119,2026-03-08
C000807,R0005730,S004964,U0322,2026-08-17
C000808,R0004644,S003996,U0345,2026-04-14
C000809,R0001934,S001685,U0210,2026-05-12
C000810,R0004239,S003645,U0302,2026-04-13
C000811,R0002286,S001996,U0162,2026-06-13
C000812,R0000992,S000865,U0016,2026-04-01
C000813,R0001154,S001011,U0366,2026-04-24
C000814,R0006875,S005971,U0360,2026-03-20
C000815,R0001120,S000977,U0256,2026-06-28
C000816,R0002776,S002408,U0302,2026-08-16
C000817,R0005636,S004895,U0034,2026-02-13
C000818,R0000892,S000786,U0419,2026-01-09
C000819,R0001064,S000928,U0027,2026-04-08
C000820,R0005332,S004627,U0054,2026-02-12
C000821,R0001169,S001021,U0489,2026-02-23
C000822,R0001237,S001074,U0499,2026-01-31
C000823,R0005848,S005074,U0399,2026-03-18
C000824,R0006549,S005666,U0310,2026-04-14
C000825,R0005158,S004461,U0350,2026-07-30
C000826,R0004565,S003920,U0328,2026-07-18
C000827,R0003125,S002732,U0063,2026-07-10
C000828,R0003883,S003350,U0403,2026-05-11
C000829,R0005022,S004354,U0299,2026-07-12
C000830,R0003833,S003306,U0260,2026-06-08
C000831,R0002939,S002564,U0372,2026-02-01
C000832,R0003619,S003126,U0241,2026-08-02
C000833,R0002844,S002478,U0270,2026-04-27
C000834,R0003213,S002798,U0161,2026-05-23
C000835,R0003119,S002729,U0383,2026-04-08
C000836,R0002271,S001983,U0198,2026-01-19
C000837,R0004310,S003716,U0486,2026-06-22
C000838,R0004425,S003819,U0058,2026-03-06
C000839,R0001512,S001305,U0203,2026-06-30
C000840,R0002402,S002097,U0335,2026-02-06
C000841,R0005887,S005105,U0097,2026-05-04
C000842,R0004228,S003638,U0274,2026-03-28
C000843,R0003504,S003033,U0422,2026-01-20
C000844,R0002957,S002580,U0279,2026-04-02
C000845,R0000208,S000185,U0183,2026-01-18
C000846,R0001971,S001718,U0277,2026-06-08
C000847,R0001330,S001145,U0350,2026-05-08
C000848,R0003536,S003061,U0310,2026-06-21
C000849,R0003615,S003124,U0329,2026-08-26
C000850,R0005002,S004329,U0498,2026-01-07
C000851,R0005648,S004901,U0212,2026-02-11
C000852,R0001238,S001074,U0499,2026-01-31
C000853,R0001306,S001127,U0455,2026-03-03
C000854,R0005148,S004449,U0455,2026-05-02
C000855,R0000293,S000265,U0358,2026-01-12
C000856,R0005831,S005052,U0310,2026-04-25
C000857,R0003513,S003041,U0015,2026-01-04
C000858,R0004259,S003667,U0171,2026-03-05
C000859,R0005204,S004505,U0226,2026-05-13
C000860,R0000859,S000753,U0043,2026-01-07
C000861,R0004325,S003732,U0223,2026-04-17
C000862,R0004507,S003877,U0376,2026-04-23
C000863,R0000351,S000312,U0072,2026-08-24
C000864,R0002509,S002189,U0416,2026-06-15
C000865,R0006873,S005970,U0066,2026-01-05
C000866,R0002046,S001789,U0067,2026-02-26
C000867,R0003913,S003372,U0187,2026-04-17
C000868,R0000527,S000456,U0228,2026-06-06
C000869,R0004857,S004202,U0423,2026-02-22
C000870,R0002169,S001895,U0497,2026-05-25
C000871,R0005512,S004788,U0329,2026-05-30
C000872,R0003909,S003371,U0108,2026-03-09
C000873,R0000808,S000708,U0087,2026-07-21
C000874,R0006289,S005450,U0277,2026-04-15
C000875,R0006666,S005774,U0368,2026-01-23
C000876,R0006734,S005842,U0044,2026-01-12
C000877,R0003631,S003132,U0315,2026-06-06
C000878,R0005352,S004649,U0186,2026-05-18
C000879,R0001717,S001478,U0195,2026-07-14
C000880,R0003709,S003201,U0022,2026-08-17
C000881,R0005771,S004999,U0174,2026-04-27
C000882,R0003967,S003420,U0332,2026-05-06
C000883,R0001698,S001463,U0240,2026-07-07
C000884,R0002556,S002228,U0166,2026-05-23
C000885,R0001744,S001502,U0042,2026-01-17
C000886,R0000856,S000751,U0312,2026-08-11
C000887,R0002874,S002506,U0220,2026-03-06
C000888,R0001580,S001368,U0066,2026-05-15
C000889,R0004066,S003496,U0457,2026-07-22
C000890,R0002935,S002562,U0497,2026-06-26
C000891,R0003308,S002867,U0081,2026-07-16
C000892,R0005843,S005070,U0196,2026-07-07
C000893,R0000543,S000473,U0123,2026-08-10
C000894,R0006296,S005454,U0113,2026-03-23
C000895,R0002681,S002333,U0058,2026-01-25
C000896,R0002481,S002165,U0425,2026-02-20
C000897,R0005737,S004972,U0482,2026-06-07
C000898,R0003638,S003139,U0106,2026-07-24
C000899,R0000449,S000397,U0201,2026-06-08
C000900,R0004537,S003899,U0049,2026-08-18
C000901,R0006556,S005669,U0407,2026-05-02
C000902,R0000802,S000704,U0366,2026-07-15
C000903,R0001891,S001651,U0220,2026-03-21
C000904,R0003415,S002967,U0097,2026-01-17
C000905,R0000235,S000214,U0028,2026-01-18
C000906,R0005442,S004733,U0131,2026-01-30
C000907,R0005044,S004367,U0024,2026-06-10
C000908,R0003777,S003254,U0024,2026-01-01
C000909,R0003021,S002639,U0281,2026-03-07
C000910,R0005418,S004710,U0376,2026-06-19
C000911,R0003293,S002852,U0114,2026-06-14
C000912,R0001795,S001552,U0478,2026-04-16
C000913,R0004217,S003627,U0043,2026-01-22
C000914,R0006292,S005453,U0131,2026-07-01
C000915,R0004939,S004280,U0336,2026-03-05
C000916,R0006842,S005943,U0134,2026-02-07
C000917,R0001604,S001391,U0079,2026-01-10
C000918,R0001322,S001138,U0240,2026-04-14
C000919,R0003359,S002909,U0040,2026-04-28
C000920,R0004413,S003808,U0394,2026-05-29
C000921,R0001574,S001364,U0019,2026-01-31
C000922,R0000771,S000674,U0444,2026-06-16
C000923,R0006903,S005993,U0076,2026-06-30
C000924,R0005011,S004334,U0243,2026-02-15
C000925,R0000697,S000616,U0216,2026-08-07
C000926,R0006569,S005681,U0002,2026-05-02
C000927,R0005080,S004397,U0190,2026-05-10
C000928,R0000873,S000769,U0052,2026-01-08
C000929,R0006330,S005479,U0347,2026-01-11
C000930,R0002160,S001889,U0395,2026-03-28
C000931,R0001557,S001347,U0483,2026-08-21
C000932,R0003044,S002661,U0009,2026-01-01
C000933,R0005606,S004865,U0250,2026-07-10
C000934,R0001630,S001410,U0331,2026-07-23
C000935,R0000304,S000272,U0416,2026-04-29
C000936,R0000601,S000523,U0494,2026-05-14
C000937,R0000058,S000046,U0049,2026-05-28
C000938,R0002755,S002393,U0109,2026-03-18
C000939,R0005290,S004588,U0333,2026-01-21
C000940,R0003520,S003048,U0196,2026-08-08
C000941,R0004276,S003682,U0435,2026-03-12
C000942,R0006753,S005858,U0259,2026-03-25
C000943,R0003489,S003026,U0254,2026-01-28
C000944,R0006238,S005402,U0480,2026-08-20
C000945,R0004189,S003604,U0155,2026-06-22
C000946,R0000400,S000365,U0299,2026-01-18
C000947,R0001307,S001127,U0455,2026-03-03
C000948,R0005071,S004388,U0431,2026-08-25
C000949,R0004201,S003612,U0096,2026-03-07
C000950,R0006521,S005640,U0287,2026-05-25
C000951,R0000888,S000782,U0262,2026-07-05
C000952,R0000610,S000536,U0073,2026-03-28
C000953,R0004408,S003805,U0123,2026-07-08
C000954,R0000675,S000600,U0173,2026-04-03
C000955,R0002108,S001842,U0426,2026-08-25
C000956,R0000238,S000216,U0406,2026-01-08
C000957,R0000172,S000150,U0321,2026-04-08
C000958,R0006050,S005253,U0449,2026-05-23
C000959,R0001129,S000985,U0304,2026-07-01
C000960,R0005091,S004403,U0388,2026-05-18
C000961,R0000326,S000288,U0367,2026-07-16
C000962,R0001820,S001579,U0083,2026-08-08
C000963,R0001162,S001017,U0498,2026-08-15
C000964,R0003877,S003344,U0229,2026-02-24
C000965,R0002427,S002115,U0368,2026-06-07
C000966,R0005984,S005188,U0399,2026-02-15
C000967,R0003058,S002671,U0127,2026-03-01
C000968,R0000572,S000495,U0059,2026-04-10
C000969,R0006635,S005739,U0231,2026-02-27
C000970,R0004318,S003723,U0437,2026-01-15
C000971,R0003091,S002706,U0131,2026-07-04
C000972,R0004979,S004308,U0460,2026-08-13
C000973,R0006444,S005568,U0308,2026-07-21
C000974,R0001078,S000943,U0349,2026-05-05
C000975,R0001155,S001011,U0366,2026-04-24
C000976,R0004460,S003844,U0457,2026-06-13
C000977,R0004098,S003527,U0263,2026-07-22
C000978,R0005644,S004899,U0446,2026-07-21
C000979,R0004818,S004160,U0189,2026-08-14
C000980,R0004165,S003582,U0373,2026-06-15
C000981,R0006394,S005525,U0041,2026-05-17
C000982,R0006780,S005885,U0381,2026-08-22
C000983,R0004654,S004004,U0445,2026-02-22
C000984,R0000316,S000281,U0141,2026-06-28
C000985,R0003097,S002711,U0413,2026-02-13
C000986,R0003055,S002669,U0037,2026-06-20
C000987,R0006770,S005876,U0244,2026-07-10
C000988,R0002915,S002543,U0151,2026-07-27
C000989,R0004755,S004103,U0246,2026-06-18
C000990,R0002862,S002498,U0311,2026-01-11
C000991,R0001499,S001296,U0189,2026-04-26
C000992,R0003343,S002894,U0205,2026-08-28
C000993,R0004323,S003731,U0474,2026-07-28
C000994,R0003002,S002619,U0172,2026-06-21
C000995,R0003042,S002657,U0103,2026-08-03
C000996,R0003751,S003234,U0499,2026-07-15
C000997,R0005472,S004760,U0246,2026-06-03
C000998,R0006459,S005586,U0089,2026-03-27
C000999,R0002704,S002353,U0023,2026-07-15
C001000,R0005212,S004514,U0053,2026-01-03
C001001,R0001016,S000880,U0321,2026-06-14
C001002,R0006089,S005284,U0498,2026-01-26
C001003,R0002725,S002368,U0018,2026-08-21
C001004,R0003208,S002795,U0415,2026-08-20
C001005,R0000321,S000286,U0111,2026-08-26
C001006,R0001079,S000943,U0349,2026-05-05
C001007,R0003906,S003369,U0058,2026-04-10
C001008,R0001026,S000889,U0342,2026-03-02
C001009,R0005804,S005027,U0435,2026-06-02
C001010,R0005747,S004980,U0085,2026-01-18
C001011,R0004026,S003467,U0213,2026-06-05
C001012,R0003562,S003084,U0337,2026-06-17
C001013,R0000353,S000315,U0066,2026-01-15
C001014,R0005866,S005086,U0049,2026-07-13
C001015,R0000516,S000449,U0420,2026-07-03
C001016,R0003768,S003245,U0368,2026-08-13
C001017,R0003772,S003250,U0180,2026-01-28
C001018,R0000804,S000706,U0403,2026-07-10
C001019,R0003964,S003419,U0470,2026-01-25
C001020,R0006876,S005972,U0261,2026-04-24
C001021,R0004113,S003538,U0118,2026-05-16
C001022,R0003117,S002727,U0242,2026-02-01
C001023,R0003609,S003117,U0289,2026-05-15
C001024,R0002267,S001978,U0086,2026-08-20
C001025,R0006889,S005984,U0392,2026-03-27
C001026,R0006835,S005939,U0396,2026-01-13
C001027,R0002530,S002207,U0081,2026-01-31
C001028,R0003934,S003391,U0426,2026-06-22
C001029,R0000584,S000506,U0120,2026-08-16
C001030,R0006430,S005556,U0129,2026-08-26
C001031,R0001663,S001433,U0031,2026-04-12
C001032,R0003178,S002774,U0286,2026-01-21
C001033,R0002944,S002568,U0303,2026-08-03
C001034,R0006655,S005765,U0384,2026-06-03
C001035,R0003612,S003121,U0320,2026-03-09
C001036,R0002220,S001942,U0008,2026-04-22
C001037,R0000642,S000569,U0481,2026-04-18
C001038,R0006159,S005338,U0134,2026-02-11
C001039,R0004747,S004096,U0236,2026-08-26
C001040,R0002270,S001982,U0031,2026-03-25
C001041,R0000550,S000477,U0462,2026-04-08
C001042,R0000855,S000751,U0312,2026-08-11
C001043,R0005466,S004754,U0148,2026-03-20
C001044,R0003970,S003421,U0288,2026-01-08
C001045,R0005333,S004629,U0395,2026-04-04
C001046,R0002345,S002042,U0357,2026-08-16
C001047,R0001356,S001165,U0409,2026-08-15
C001048,R0004500,S003871,U0486,2026-01-25
C001049,R0006158,S005338,U0134,2026-02-11
C001050,R0000978,S000856,U0064,2026-01-09
C001051,R0003652,S003149,U0471,2026-06-05
C001052,R0005093,S004404,U0279,2026-01-19
C001053,R0000905,S000799,U0058,2026-02-19
C001054,R0001173,S001023,U0370,2026-01-12
C001055,R0004010,S003451,U0138,2026-03-05
C001056,R0005221,S004522,U0487,2026-03-25
C001057,R0000767,S000673,U0230,2026-07-01
C001058,R0000626,S000554,U0184,2026-06-09
C001059,R0004927,S004266,U0419,2026-02-16
C001060,R0002224,S001944,U0392,2026-03-06
C001061,R0000647,S000573,U0171,2026-05-25
C001062,R0001341,S001154,U0300,2026-04-17
C001063,R0001390,S001191,U0316,2026-06-13
C001064,R0002710,S002356,U0399,2026-03-16
C001065,R0003914,S003373,U0475,2026-05-24
C001066,R0005114,S004426,U0189,2026-03-23
C001067,R0005202,S004504,U0290,2026-07-20
C001068,R0006127,S005313,U0312,2026-06-02
C001069,R0003424,S002974,U0270,2026-08-13
C001070,R0002305,S002013,U0306,2026-07-26
C001071,R0004607,S003960,U0494,2026-08-21
C001072,R0001877,S001633,U0193,2026-07-28
C001073,R0001371,S001179,U0064,2026-01-09
C001074,R0005639,S004896,U0228,2026-08-10
C001075,R0000225,S000203,U0415,2026-08-18
C001076,R0005339,S004632,U0381,2026-06-02
C001077,R0006719,S005829,U0115,2026-04-04
C001078,R0003487,S003025,U0333,2026-01-26
C001079,R0006032,S005243,U0073,2026-02-03
C001080,R0006393,S005525,U0041,2026-05-17
C001081,R0006115,S005305,U0463,2026-05-19
C001082,R0006641,S005746,U0140,2026-08-03
C001083,R0005096,S004405,U0269,2026-08-22
C001084,R0000618,S000547,U0327,2026-08-13
C001085,R0004559,S003916,U0241,2026-08-22
C001086,R0005729,S004963,U0202,2026-08-27
C001087,R0004208,S003621,U0427,2026-05-07
C001088,R0006248,S005413,U0298,2026-04-23
C001089,R0002393,S002085,U0249,2026-04-11
C001090,R0001222,S001064,U0299,2026-04-21
C001091,R0004344,S003750,U0341,2026-06-27
C001092,R0001909,S001663,U0319,2026-04-11
C001093,R0003026,S002642,U0458,2026-01-28
C001094,R0002296,S002003,U0273,2026-06-01
C001095,R0003625,S003129,U0014,2026-07-27
C001096,R0001245,S001080,U0340,2026-02-15
C001097,R0002558,S002229,U0291,2026-02-01
C001098,R0001841,S001600,U0153,2026-05-04
C001099,R0006723,S005832,U0382,2026-07-31
C001100,R0000187,S000164,U0220,2026-04-08
C001101,R0003411,S002962,U0397,2026-07-13
C001102,R0005397,S004690,U0387,2026-04-10
C001103,R0002533,S002209,U0322,2026-08-23
C001104,R0004133,S003558,U0171,2026-01-17
C001105,R0003075,S002684,U0374,2026-07-10
C001106,R0005579,S004839,U0189,2026-02-08
C001107,R0005056,S004373,U0010,2026-08-03
C001108,R0005850,S005076,U0051,2026-05-20
C001109,R0000194,S000172,U0155,2026-03-07
C001110,R0006171,S005349,U0044,2026-04-19
C001111,R0001863,S001621,U0050,2026-04-22
C001112,R0004064,S003495,U0085,2026-04-12
C001113,R0003587,S003103,U0214,2026-07-31
C001114,R0002173,S001898,U0343,2026-05-01
C001115,R0004322,S003730,U0036,2026-08-28
C001116,R0004815,S004159,U0023,2026-04-23
C001117,R0001131,S000985,U0304,2026-07-01
C001118,R0006384,S005513,U0176,2026-02-06
C001119,R0003844,S003315,U0340,2026-08-27
C001120,R0004255,S003662,U0073,2026-04-26
C001121,R0000591,S000511,U0342,2026-02-08
C001122,R0002541,S002218,U0098,2026-07-01
C001123,R0002048,S001795,U0353,2026-08-21
C001124,R0004477,S003856,U0391,2026-06-12
C001125,R0004522,S003885,U0218,2026-04-12
C001126,R0002653,S002303,U0241,2026-02-06
C001127,R0001204,S001043,U0276,2026-05-24
C001128,R0004145,S003567,U0001,2026-05-16
C001129,R0003805,S003281,U0030,2026-07-04
C001130,R0000625,S000553,U0302,2026-08-17
C001131,R0002881,S002513,U0372,2026-03-25
C001132,R0005847,S005074,U0399,2026-03-18
C001133,R0003628,S003130,U0275,2026-03-16
C001134,R0006901,S005991,U0294,2026-03-31
C001135,R0005716,S004955,U0031,2026-02-02
C001136,R0002449,S002134,U0096,2026-02-21
C001137,R0001866,S001622,U0215,2026-02-04
C001138,R0005445,S004734,U0216,2026-01-24
C001139,R0005835,S005056,U0434,2026-01-16
C001140,R0003811,S003290,U0428,2026-05-04
C001141,R0005874,S005093,U0461,2026-08-25
C001142,R0002561,S002231,U0112,2026-05-29
C001143,R0003139,S002740,U0150,2026-03-13
C001144,R0003325,S002884,U0282,2026-01-23
C001145,R0001334,S001149,U0143,2026-04-14
C001146,R0000629,S000556,U0339,2026-04-19
C001147,R0000666,S000595,U0254,2026-05-10
C001148,R0001926,S001679,U0018,2026-07-04
C001149,R0001548,S001336,U0465,2026-07-16
C001150,R0005025,S004356,U0240,2026-01-08
C001151,R0000948,S000833,U0185,2026-08-08
C001152,R0004743,S004089,U0143,2026-07-03
C001153,R0001123,S000981,U0258,2026-08-15
C001154,R0004215,S003626,U0416,2026-01-11
C001155,R0005509,S004787,U0169,2026-04-15
C001156,R0000265,S000239,U0082,2026-02-21
C001157,R0002189,S001911,U0213,2026-02-12
C001158,R0002471,S002155,U0299,2026-08-26
C001159,R0004701,S004045,U0439,2026-08-04
C001160,R0002516,S002194,U0296,2026-04-22
C001161,R0004878,S004217,U0160,2026-08-20
C001162,R0003397,S002944,U0019,2026-03-14
C001163,R0006294,S005454,U0113,2026-03-23
