result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0001274,S001101,Emirates,Skywards,Economy,44049,8092,89074,Available
R0001275,S001101,Etihad Airways,Etihad Guest,Economy,56230,7090,111571,Available
R0001276,S001102,Air Canada,Aeroplan,Business,98306,5225,185152,Available
R0001277,S001103,Air India,Flying Returns,Business,142443,12346,446427,Available
R0001278,S001105,Etihad Airways,Etihad Guest,Business,131246,17467,351473,Available
R0001279,S001106,Air India,Flying Returns,Business,99978,12112,292897,Available
R0001280,S001106,Singapore Airlines,KrisFlyer,Business,133269,3752,239192,Available
R0001281,S001107,Etihad Airways,Etihad Guest,Economy,47406,7891,141766,Available
R0001282,S001107,Air Canada,Aeroplan,Economy,49288,11293,90452,Available
R0001283,S001108,Etihad Airways,Etihad Guest,Business,126534,15873,251901,Available
R0001284,S001109,Singapore Airlines,KrisFlyer,Economy,48599,11489,142386,Available
R0001285,S001109,United Airlines,MileagePlus,Economy,54219,3505,116332,Available
R0001286,S001111,Etihad Airways,Etihad Guest,Business,131089,7104,424218,Available
R0001287,S001112,Lufthansa,Miles & More,Business,67774,3741,218899,Available
R0001288,S001115,Air India,Flying Returns,Business,90591,15476,226235,Available
R0001289,S001116,United Airlines,MileagePlus,Business,76621,4232,209211,Available
R0001290,S001116,Air Canada,Aeroplan,Business,82547,7389,163731,Available
R0001291,S001116,Emirates,Skywards,Business,115671,5954,208057,Available
R0001292,S001117,Lufthansa,Miles & More,Business,110730,9879,217080,Available
R0001293,S001117,United Airlines,MileagePlus,Business,71678,9201,152817,Available
R0001294,S001117,Etihad Airways,Etihad Guest,Business,105699,12963,235715,Available
R0001295,S001118,Air Canada,Aeroplan,Business,112393,5030,355177,Available
R0001296,S001119,Lufthansa,Miles & More,Economy,44231,11514,113840,Available
R0001297,S001120,Air India,Flying Returns,Business,117580,6557,209931,Available
R0001298,S001120,Singapore Airlines,KrisFlyer,Business,115088,16230,320430,Available
R0001299,S001121,Air India,Flying Returns,Business,75064,12504,189324,Available
R0001300,S001121,United Airlines,MileagePlus,Business,121105,6697,207766,Available
R0001301,S001122,Lufthansa,Miles & More,Business,115602,12636,249482,Available
R0001302,S001123,United Airlines,MileagePlus,First,203846,16658,628791,Available
R0001303,S001123,Etihad Airways,Etihad Guest,First,168912,14962,485720,Available
R0001304,S001123,Air Canada,Aeroplan,First,218560,8474,537041,Available
R0001305,S001127,Lufthansa,Miles & More,Business,83670,9973,176347,Available
R0001306,S001127,Singapore Airlines,KrisFlyer,Business,143092,5211,412029,Available
R0001307,S001127,Qatar Airways,Privilege Club,Business,83871,4528,260207,Available
R0001308,S001128,Air Canada,Aeroplan,Business,123529,6988,230339,Available
R0001309,S001128,Qatar Airways,Privilege Club,Business,126452,12262,216642,Available
R0001310,S001130,Air India,Flying Returns,Economy,36539,13306,84310,Available
R0001311,S001132,Emirates,Skywards,Business,93144,11897,216784,Available
R0001312,S001134,Lufthansa,Miles & More,Economy,30124,12581,86991,Available
R0001313,S001134,Air Canada,Aeroplan,Economy,44579,16190,122982,Available
R0001314,S001134,Etihad Airways,Etihad Guest,Economy,34250,12952,70081,Available
R0001315,S001135,Qatar Airways,Privilege Club,Business,105400,4608,210839,Available
R0001316,S001135,Air Canada,Aeroplan,Business,117199,8236,356368,Available
R0001317,S001135,United Airlines,MileagePlus,Business,69106,15970,175725,Available
R0001318,S001137,Air Canada,Aeroplan,First,111951,5870,194135,Available
R0001319,S001137,Emirates,Skywards,First,151047,9983,376608,Available
R0001320,S001137,United Airlines,MileagePlus,First,203406,6234,336148,Available
R0001321,S001138,United Airlines,MileagePlus,Business,127024,13350,273571,Available
R0001322,S001138,Lufthansa,Miles & More,Business,103977,11459,281554,Available
R0001323,S001139,Etihad Airways,Etihad Guest,Business,67159,8985,209074,Available
R0001324,S001140,Emirates,Skywards,Economy,34413,16927,118235,Available
R0001325,S001140,Lufthansa,Miles & More,Economy,64064,5156,124350,Available
R0001326,S001140,United Airlines,MileagePlus,Economy,56247,4310,120260,Available
R0001327,S001142,Air India,Flying Returns,First,172742,11835,378786,Available
R0001328,S001143,Lufthansa,Miles & More,Economy,29561,4563,59276,Available
R0001329,S001145,Lufthansa,Miles & More,Economy,58063,14681,173971,Available
R0001330,S001145,Etihad Airways,Etihad Guest,Economy,57021,9778,101917,Available
R0001331,S001146,Emirates,Skywards,Business,149538,12201,349370,Available
R0001332,S001146,United Airlines,MileagePlus,Business,77845,10420,208444,Available
R0001333,S001148,Etihad Airways,Etihad Guest,Economy,33696,17264,98238,Available
R0001334,S001149,Emirates,Skywards,First,128493,16411,411126,Available
R0001335,S001149,Qatar Airways,Privilege Club,First,155460,10572,303042,Available
R0001336,S001150,United Airlines,MileagePlus,Business,118317,17927,283353,Available
R0001337,S001152,Singapore Airlines,KrisFlyer,Economy,58189,12454,130054,Available
R0001338,S001152,Lufthansa,Miles & More,Economy,58016,9824,171778,Available
R0001339,S001153,Singapore Airlines,KrisFlyer,Business,113013,10206,331013,Available
R0001340,S001154,Qatar Airways,Privilege Club,Business,120719,11453,292224,Available
R0001341,S001154,United Airlines,MileagePlus,Business,118242,4978,198042,Available
R0001342,S001155,Singapore Airlines,KrisFlyer,Economy,44876,14690,148909,Available
R0001343,S001155,Emirates,Skywards,Economy,31754,17359,111815,Available
R0001344,S001156,Etihad Airways,Etihad Guest,Economy,54027,5766,147374,Available
R0001345,S001156,Emirates,Skywards,Economy,45843,13105,117014,Available
R0001346,S001157,Emirates,Skywards,Economy,46823,6026,126940,Available
R0001347,S001157,Lufthansa,Miles & More,Economy,58489,12936,178150,Available
R0001348,S001157,Air Canada,Aeroplan,Economy,56957,4845,158014,Available
R0001349,S001158,Qatar Airways,Privilege Club,Economy,54817,4864,105489,Available
R0001350,S001160,Air India,Flying Returns,Business,63037,4261,140485,Available
R0001351,S001160,Lufthansa,Miles & More,Business,107948,16338,323265,Available
R0001352,S001163,Air India,Flying Returns,Economy,40845,17700,138744,Available
R0001353,S001164,Singapore Airlines,KrisFlyer,Business,92938,8519,247267,Available
R0001354,S001164,Qatar Airways,Privilege Club,Business,121836,5608,354896,Available
R0001355,S001164,Air India,Flying Returns,Business,135386,13487,381496,Available
R0001356,S001165,Air Canada,Aeroplan,Economy,26092,13160,56556,Available
R0001357,S001165,United Airlines,MileagePlus,Economy,62761,6579,148544,Available
R0001358,S001168,Air India,Flying Returns,Business,76964,14832,145000,Available
R0001359,S001168,United Airlines,MileagePlus,Business,77280,5933,174285,Available
R0001360,S001169,Air Canada,Aeroplan,Economy,27649,13581,102052,Available
R0001361,S001169,Emirates,Skywards,Economy,64821,4989,203072,Available
R0001362,S001171,Lufthansa,Miles & More,Business,66611,16221,135205,Available
R0001363,S001172,Emirates,Skywards,Business,60068,10596,173548,Available
R0001364,S001173,Etihad Airways,Etihad Guest,Business,105432,13206,280784,Available
R0001365,S001175,Lufthansa,Miles & More,Business,94845,12807,200860,Available
R0001366,S001175,Air India,Flying Returns,Business,87278,10464,165360,Available
R0001367,S001177,Air Canada,Aeroplan,Economy,43872,16381,98213,Available
R0001368,S001178,Lufthansa,Miles & More,Economy,63529,16649,151744,Available
R0001369,S001178,United Airlines,MileagePlus,Economy,59718,10323,128380,Available
R0001370,S001179,Lufthansa,Miles & More,Business,69353,3565,203498,Available
R0001371,S001179,United Airlines,MileagePlus,Business,142717,13508,361590,Available
R0001372,S001181,Air India,Flying Returns,Economy,25019,15392,95361,Available
R0001373,S001182,United Airlines,MileagePlus,First,214356,10638,530064,Available
R0001374,S001182,Singapore Airlines,KrisFlyer,First,124275,13914,331554,Available
R0001375,S001182,Emirates,Skywards,First,185284,10643,368394,Available
R0001376,S001183,Singapore Airlines,KrisFlyer,Economy,35496,13921,108992,Available
R0001377,S001183,Air India,Flying Returns,Economy,59380,16165,165689,Available
R0001378,S001184,Singapore Airlines,KrisFlyer,Business,66215,6170,192720,Available
R0001379,S001184,Etihad Airways,Etihad Guest,Business,75285,5653,205000,Available
R0001380,S001185,United Airlines,MileagePlus,Economy,37753,17751,125691,Available
R0001381,S001185,Emirates,Skywards,Economy,39061,16533,115522,Available
R0001382,S001185,Lufthansa,Miles & More,Economy,51432,15919,119815,Available
R0001383,S001186,Air Canada,Aeroplan,Economy,63284,6022,188737,Available
R0001384,S001188,Air India,Flying Returns,Economy,32729,15416,107028,Available
R0001385,S001188,United Airlines,MileagePlus,Economy,35202,14285,106879,Available
R0001386,S001189,Lufthansa,Miles & More,Economy,43586,6341,124513,Available
R0001387,S001189,Etihad Airways,Etihad Guest,Economy,55204,9009,115014,Available
R0001388,S001191,Etihad Airways,Etihad Guest,Business,84123,14059,207077,Available
R0001389,S001191,United Airlines,MileagePlus,Business,133550,17202,351548,Available
R0001390,S001191,Qatar Airways,Privilege Club,Business,111238,14962,319249,Available
R0001391,S001193,Etihad Airways,Etihad Guest,First,186498,15631,345184,Available
R0001392,S001195,Qatar Airways,Privilege Club,Business,99481,9574,267443,Available
R0001393,S001196,Air Canada,Aeroplan,Business,134560,15085,369320,Available
R0001394,S001196,Air India,Flying Returns,Business,105427,17404,271839,Available
R0001395,S001200,United Airlines,MileagePlus,Business,105357,11157,234649,Available
R0001396,S001200,Lufthansa,Miles & More,Business,124449,12625,407575,Available
R0001397,S001200,Qatar Airways,Privilege Club,Business,94052,15760,313257,Available
R0001398,S001201,United Airlines,MileagePlus,Economy,62480,10694,174970,Available
R0001399,S001201,Singapore Airlines,KrisFlyer,Economy,47757,14998,91666,Available
R0001400,S001202,Etihad Airways,Etihad Guest,Economy,54676,15583,131689,Available
R0001401,S001202,Emirates,Skywards,Economy,40939,13796,139301,Available
R0001402,S001202,Air Canada,Aeroplan,Economy,61678,15273,183393,Available
R0001403,S001205,Air Canada,Aeroplan,Business,110192,9769,189139,Available
R0001404,S001205,Singapore Airlines,KrisFlyer,Business,114887,14710,324964,Available
R0001405,S001207,United Airlines,MileagePlus,Economy,51066,5788,109199,Available
R0001406,S001207,Emirates,Skywards,Economy,33239,7508,100024,Available
R0001407,S001208,Lufthansa,Miles & More,Business,100193,9252,171357,Available
R0001408,S001210,Air Canada,Aeroplan,Economy,30023,16816,70503,Available
R0001409,S001210,Lufthansa,Miles & More,Economy,61334,9860,119784,Available
R0001410,S001211,Air Canada,Aeroplan,Economy,36734,5946,65966,Available
R0001411,S001212,Air Canada,Aeroplan,Business,94557,16092,234179,Available
R0001412,S001216,Air India,Flying Returns,Economy,48657,9896,127181,Available
R0001413,S001216,Emirates,Skywards,Economy,48455,12098,125329,Available
R0001414,S001217,Emirates,Skywards,Business,83404,6161,145180,Available
R0001415,S001217,Qatar Airways,Privilege Club,Business,72430,15048,219596,Available
R0001416,S001217,Air India,Flying Returns,Business,133280,8553,430645,Available
R0001417,S001218,Air Canada,Aeroplan,Business,77491,11675,233818,Available
R0001418,S001218,United Airlines,MileagePlus,Business,149191,15486,284731,Available
R0001419,S001218,Air India,Flying Returns,Business,81896,17489,202143,Available
R0001420,S001219,Etihad Airways,Etihad Guest,Economy,41368,14924,86025,Available
R0001421,S001222,Air Canada,Aeroplan,Economy,61472,17027,169727,Available
R0001422,S001224,Singapore Airlines,KrisFlyer,Economy,48372,11737,109618,Available
R0001423,S001224,Etihad Airways,Etihad Guest,Economy,56863,6631,132347,Available
R0001424,S001227,Air Canada,Aeroplan,Business,104181,6817,300290,Available
R0001425,S001228,Etihad Airways,Etihad Guest,Business,86961,13126,214019,Available
R0001426,S001229,Lufthansa,Miles & More,Economy,47858,4482,81094,Available
R0001427,S001229,Qatar Airways,Privilege Club,Economy,62310,4330,195876,Available
R0001428,S001230,Qatar Airways,Privilege Club,Business,62471,16493,118992,Available
R0001429,S001230,Air Canada,Aeroplan,Business,89319,16582,178033,Available
R0001430,S001230,Lufthansa,Miles & More,Business,107555,11095,345398,Available
R0001431,S001231,Lufthansa,Miles & More,Business,85164,3772,270948,Available
R0001432,S001232,Etihad Airways,Etihad Guest,First,111281,12506,217185,Available
R0001433,S001233,Lufthansa,Miles & More,Economy,37447,17645,127856,Available
R0001434,S001234,Lufthansa,Miles & More,Economy,43265,7043,122113,Available
R0001435,S001235,Air India,Flying Returns,Business,149957,6392,277195,Available
R0001436,S001235,Etihad Airways,Etihad Guest,Business,128518,12567,414742,Available
R0001437,S001236,Air India,Flying Returns,Economy,55649,6970,96282,Available
R0001438,S001237,Air India,Flying Returns,Economy,31132,5450,80755,Available
R0001439,S001239,Air India,Flying Returns,Economy,49700,11565,149998,Available
R0001440,S001239,Etihad Airways,Etihad Guest,Economy,49834,17902,101261,Available
R0001441,S001241,Emirates,Skywards,Economy,61391,11538,175049,Available
R0001442,S001241,Qatar Airways,Privilege Club,Economy,42872,9260,80491,Available
R0001443,S001245,Qatar Airways,Privilege Club,Business,149478,10597,435399,Available
R0001444,S001245,Lufthansa,Miles & More,Business,104722,17802,294309,Available
R0001445,S001247,Air India,Flying Returns,Economy,33894,3617,63399,Available
R0001446,S001248,Qatar Airways,Privilege Club,Economy,58814,16026,155987,Available
R0001447,S001248,Etihad Airways,Etihad Guest,Economy,45187,7255,100240,Available
R0001448,S001249,Qatar Airways,Privilege Club,Business,63541,6657,145055,Available
R0001449,S001250,Air India,Flying Returns,Economy,33429,12335,70368,Available
R0001450,S001251,Singapore Airlines,KrisFlyer,Business,85091,9365,213206,Available
R0001451,S001252,Air Canada,Aeroplan,Economy,59333,5420,175417,Available
R0001452,S001254,Air Canada,Aeroplan,Economy,59279,13785,114077,Available
R0001453,S001254,Lufthansa,Miles & More,Economy,27692,5532,63811,Available
R0001454,S001255,Air Canada,Aeroplan,Business,111060,8577,238856,Available
R0001455,S001255,Air India,Flying Returns,Business,92562,3558,219522,Available
R0001456,S001258,Emirates,Skywards,Business,85438,16568,258529,Available
R0001457,S001259,United Airlines,MileagePlus,Business,81781,12493,204475,Available
R0001458,S001259,Emirates,Skywards,Business,70549,14949,175840,Available
R0001459,S001259,Lufthansa,Miles & More,Business,71487,16361,215337,Available
R0001460,S001261,Emirates,Skywards,Business,60232,3721,153734,Available
R0001461,S001263,Etihad Airways,Etihad Guest,Economy,38616,16115,115343,Available
R0001462,S001264,Air India,Flying Returns,Economy,40886,12511,136313,Available
R0001463,S001264,Etihad Airways,Etihad Guest,Economy,25515,8720,65212,Available
R0001464,S001264,Lufthansa,Miles & More,Economy,63017,15282,200017,Available
R0001465,S001265,Air Canada,Aeroplan,Business,98710,7479,223311,Available
R0001466,S001265,Singapore Airlines,KrisFlyer,Business,81284,8159,145214,Available
R0001467,S001267,Emirates,Skywards,Business,136764,12256,433611,Available
R0001468,S001267,Air Canada,Aeroplan,Business,145973,7964,360207,Available
R0001469,S001267,Air India,Flying Returns,Business,106157,15658,318330,Available
R0001470,S001269,Singapore Airlines,KrisFlyer,Economy,47113,16239,109371,Available
R0001471,S001269,United Airlines,MileagePlus,Economy,39741,5192,82404,Available
R0001472,S001271,United Airlines,MileagePlus,Business,71364,13523,163167,Available
R0001473,S001273,Lufthansa,Miles & More,Economy,56128,12802,174792,Available
R0001474,S001273,Emirates,Skywards,Economy,49958,17406,150725,Available
R0001475,S001275,Lufthansa,Miles & More,First,123553,7227,395794,Available
R0001476,S001276,United Airlines,MileagePlus,Economy,31226,17487,115627,Available
R0001477,S001277,Emirates,Skywards,Business,74134,7451,168206,Available
R0001478,S001278,Air India,Flying Returns,First,165043,12717,315335,Available
R0001479,S001278,United Airlines,MileagePlus,First,211661,3631,451398,Available
R0001480,S001278,Air Canada,Aeroplan,First,202764,10584,502969,Available
R0001481,S001279,Emirates,Skywards,First,140071,16820,319574,Available
R0001482,S001279,Lufthansa,Miles & More,First,181126,10737,498942,Available
R0001483,S001280,Air Canada,Aeroplan,Business,126297,7378,227114,Available
R0001484,S001282,Air India,Flying Returns,First,159460,13201,466374,Available
R0001485,S001284,United Airlines,MileagePlus,Business,146611,10168,380335,Available
R0001486,S001284,Emirates,Skywards,Business,93895,10002,254453,Available
R0001487,S001286,Qatar Airways,Privilege Club,First,203245,17021,589339,Available
R0001488,S001286,Singapore Airlines,KrisFlyer,First,218595,5245,589946,Available
R0001489,S001286,Air Canada,Aeroplan,First,156358,16175,516000,Available
R0001490,S001287,United Airlines,MileagePlus,Business,93754,6610,231803,Available
R0001491,S001287,Air Canada,Aeroplan,Business,83682,17989,178407,Available
R0001492,S001289,Emirates,Skywards,Economy,36003,16338,106369,Available
R0001493,S001289,Qatar Airways,Privilege Club,Economy,35509,9300,107519,Available
R0001494,S001289,Etihad Airways,Etihad Guest,Economy,62650,14104,213749,Available
R0001495,S001290,Lufthansa,Miles & More,Economy,45177,16434,88840,Available
R0001496,S001294,Qatar Airways,Privilege Club,Business,90074,8426,290397,Available
R0001497,S001295,Air Canada,Aeroplan,Economy,63260,17638,130527,Available
R0001498,S001296,Air Canada,Aeroplan,Economy,54024,4637,144142,Available
R0001499,S001296,Air India,Flying Returns,Economy,50248,10837,105445,Available
R0001500,S001297,Emirates,Skywards,Economy,38246,9967,129612,Available
R0001501,S001298,Etihad Airways,Etihad Guest,Economy,33807,3935,102588,Available
R0001502,S001298,Singapore Airlines,KrisFlyer,Economy,26547,8390,80725,Available
R0001503,S001299,Air Canada,Aeroplan,Economy,25711,9319,73030,Available
R0001504,S001299,Air India,Flying Returns,Economy,46889,15652,142928,Available
R0001505,S001302,Lufthansa,Miles & More,Business,110992,14630,283808,Available
R0001506,S001302,United Airlines,MileagePlus,Business,145134,12582,449857,Available
R0001507,S001303,Emirates,Skywards,Business,84517,16739,181397,Available
R0001508,S001303,Qatar Airways,Privilege Club,Business,86965,4327,270689,Available
R0001509,S001304,Emirates,Skywards,Economy,25978,17459,67865,Available
R0001510,S001304,Air Canada,Aeroplan,Economy,36368,13539,105360,Available
R0001511,S001305,Qatar Airways,Privilege Club,Economy,36111,15687,89283,Available
R0001512,S001305,Etihad Airways,Etihad Guest,Economy,64420,6875,176773,Available
R0001513,S001306,United Airlines,MileagePlus,Economy,54948,3807,179117,Available
R0001514,S001307,United Airlines,MileagePlus,Business,140832,5783,436880,Available
R0001515,S001307,Lufthansa,Miles & More,Business,84518,7278,268474,Available
R0001516,S001308,Etihad Airways,Etihad Guest,First,199739,4543,458561,Available
R0001517,S001309,Lufthansa,Miles & More,Economy,60477,16456,130695,Available
R0001518,S001309,United Airlines,MileagePlus,Economy,55129,7543,144378,Available
R0001519,S001310,Singapore Airlines,KrisFlyer,Economy,29054,14378,105552,Available
R0001520,S001312,Emirates,Skywards,Business,132796,10284,420796,Available
R0001521,S001312,Etihad Airways,Etihad Guest,Business,134795,14630,444589,Available
R0001522,S001313,Air India,Flying Returns,Economy,43531,9896,89534,Available
R0001523,S001313,Air Canada,Aeroplan,Economy,36042,5223,74464,Available
R0001524,S001317,United Airlines,MileagePlus,Economy,55468,11400,145683,Available
R0001525,S001321,Qatar Airways,Privilege Club,Business,139273,14353,301715,Available
R0001526,S001321,Lufthansa,Miles & More,Business,144346,6746,311357,Available
R0001527,S001322,Etihad Airways,Etihad Guest,Economy,31599,14154,64996,Available
R0001528,S001322,United Airlines,MileagePlus,Economy,48038,6746,135485,Available
R0001529,S001322,Singapore Airlines,KrisFlyer,Economy,57689,14110,168016,Available
R0001530,S001323,Qatar Airways,Privilege Club,Business,77534,14566,159417,Available
R0001531,S001325,Air India,Flying Returns,Economy,32085,15856,71809,Available
R0001532,S001326,Qatar Airways,Privilege Club,Economy,32417,6137,102362,Available
R0001533,S001326,Air Canada,Aeroplan,Economy,46233,9550,108194,Available
R0001534,S001326,Air India,Flying Returns,Economy,47329,17027,137045,Available
R0001535,S001327,Air Canada,Aeroplan,Business,123148,11324,286020,Available
R0001536,S001328,Qatar Airways,Privilege Club,Economy,36933,15605,89238,Available
R0001537,S001328,Air Canada,Aeroplan,Economy,32536,9952,92740,Available
R0001538,S001328,Lufthansa,Miles & More,Economy,53165,5426,118535,Available
R0001539,S001329,Lufthansa,Miles & More,First,184881,9512,581284,Available
R0001540,S001329,United Airlines,MileagePlus,First,217108,14622,496552,Available
R0001541,S001331,Air Canada,Aeroplan,Economy,32805,4260,105847,Available
R0001542,S001332,Singapore Airlines,KrisFlyer,Economy,62658,14130,119120,Available
R0001543,S001332,United Airlines,MileagePlus,Economy,64285,11895,162495,Available
R0001544,S001332,Qatar Airways,Privilege Club,Economy,25608,14372,94314,Available
R0001545,S001333,Singapore Airlines,KrisFlyer,Business,126274,17683,317631,Available
R0001546,S001333,Air Canada,Aeroplan,Business,123541,7223,333732,Available
R0001547,S001336,Air India,Flying Returns,Economy,56732,14310,163828,Available
R0001548,S001336,Etihad Airways,Etihad Guest,Economy,52951,10125,113302,Available
R0001549,S001337,Air India,Flying Returns,Economy,45413,6478,149005,Available
R0001550,S001337,Lufthansa,Miles & More,Economy,52742,9277,167894,Available
R0001551,S001338,Qatar Airways,Privilege Club,Business,135959,10110,435486,Available
R0001552,S001343,United Airlines,MileagePlus,Economy,50311,12386,133634,Available
R0001553,S001343,Lufthansa,Miles & More,Economy,31052,4353,74493,Available
R0001554,S001346,Emirates,Skywards,Economy,31473,15746,115773,Available
R0001555,S001346,Air Canada,Aeroplan,Economy,46750,6634,120622,Available
R0001556,S001347,Qatar Airways,Privilege Club,Business,119264,10982,307157,Available
R0001557,S001347,Lufthansa,Miles & More,Business,148811,16648,468178,Available
R0001558,S001347,United Airlines,MileagePlus,Business,94931,6338,193871,Available
R0001559,S001348,Qatar Airways,Privilege Club,Business,133075,13569,335537,Available
R0001560,S001349,Air Canada,Aeroplan,Economy,40661,15227,126014,Available
R0001561,S001349,Etihad Airways,Etihad Guest,Economy,56152,9610,141078,Available
R0001562,S001351,Qatar Airways,Privilege Club,Economy,56453,11130,166083,Available
R0001563,S001353,Emirates,Skywards,Business,100173,6166,267534,Available
R0001564,S001357,Air Canada,Aeroplan,Economy,55827,11183,174673,Available
R0001565,S001357,Singapore Airlines,KrisFlyer,Economy,53314,16588,149982,Available
R0001566,S001358,Qatar Airways,Privilege Club,Economy,50813,5054,139010,Available
R0001567,S001360,United Airlines,MileagePlus,Economy,46697,8737,97750,Available
R0001568,S001360,Emirates,Skywards,Economy,51596,10638,135857,Available
R0001569,S001361,Lufthansa,Miles & More,Economy,27162,13518,79510,Available
R0001570,S001361,United Airlines,MileagePlus,Economy,48885,7192,111080,Available
R0001571,S001362,Air India,Flying Returns,Business,102131,14245,263877,Available
R0001572,S001362,Emirates,Skywards,Business,102381,13923,319516,Available
R0001573,S001362,Singapore Airlines,KrisFlyer,Business,131872,12543,347336,Available
R0001574,S001364,Lufthansa,Miles & More,Economy,44202,16586,116182,Available
R0001575,S001364,Emirates,Skywards,Economy,43547,16748,148613,Available
R0001576,S001364,Air India,Flying Returns,Economy,53737,12218,131476,Available
R0001577,S001365,Air India,Flying Returns,Economy,39580,7984,79887,Available
R0001578,S001367,Qatar Airways,Privilege Club,Business,82967,6737,269130,Available
R0001579,S001367,United Airlines,MileagePlus,Business,84623,13968,217127,Available
R0001580,S001368,Singapore Airlines,KrisFlyer,Business,94506,17356,231628,Available
R0001581,S001368,Emirates,Skywards,Business,120504,16433,258434,Available
R0001582,S001369,Emirates,Skywards,Economy,41350,7103,86357,Available
R0001583,S001370,Air Canada,Aeroplan,Economy,55516,15095,188346,Available
R0001584,S001370,Lufthansa,Miles & More,Economy,39759,7640,84845,Available
R0001585,S001371,Air Canada,Aeroplan,Economy,64546,3670,207516,Available
R0001586,S001375,United Airlines,MileagePlus,Economy,59857,3733,168845,Available
R0001587,S001375,Air India,Flying Returns,Economy,35146,8271,72156,Available
R0001588,S001376,Air India,Flying Returns,Economy,30513,15190,65710,Available
R0001589,S001376,United Airlines,MileagePlus,Economy,59397,13952,134906,Available
R0001590,S001380,Etihad Airways,Etihad Guest,Economy,32810,11496,94447,Available
R0001591,S001381,Qatar Airways,Privilege Club,Business,121839,8827,362637,Available
R0001592,S001381,Emirates,Skywards,Business,67533,4959,121489,Available
R0001593,S001382,United Airlines,MileagePlus,Business,132800,13902,266735,Available
R0001594,S001382,Lufthansa,Miles & More,Business,116515,9247,360718,Available
R0001595,S001383,Air Canada,Aeroplan,First,197878,10347,550130,Available
R0001596,S001385,Singapore Airlines,KrisFlyer,Business,64479,6433,180839,Available
R0001597,S001385,United Airlines,MileagePlus,Business,97046,10407,265909,Available
R0001598,S001386,United Airlines,MileagePlus,Economy,54569,13225,124933,Available
R0001599,S001389,Qatar Airways,Privilege Club,Business,125578,15237,415918,Available
R0001600,S001389,Air India,Flying Returns,Business,131510,4351,285994,Available
R0001601,S001389,Etihad Airways,Etihad Guest,Business,106069,17005,260154,Available
R0001602,S001390,Lufthansa,Miles & More,Business,142102,5601,251946,Available
R0001603,S001391,Air Canada,Aeroplan,Economy,35386,9059,119907,Available
R0001604,S001391,Lufthansa,Miles & More,Economy,34961,6755,105472,Available
R0001605,S001392,Air India,Flying Returns,Business,82830,7801,245320,Available
R0001606,S001392,Singapore Airlines,KrisFlyer,Business,125086,17187,392687,Available
R0001607,S001392,Etihad Airways,Etihad Guest,Business,111189,13941,196804,Available
R0001608,S001393,Air Canada,Aeroplan,Economy,45550,7703,142788,Available
R0001609,S001393,Emirates,Skywards,Economy,59601,8884,178152,Available
R0001610,S001393,Etihad Airways,Etihad Guest,Economy,45018,13190,132264,Available
R0001611,S001394,Air India,Flying Returns,Economy,32837,15313,88057,Available
R0001612,S001395,United Airlines,MileagePlus,Economy,46304,16193,145672,Available
R0001613,S001395,Singapore Airlines,KrisFlyer,Economy,53119,16832,114761,Available
R0001614,S001396,Singapore Airlines,KrisFlyer,Economy,60922,4768,191852,Available
R0001615,S001396,Air India,Flying Returns,Economy,49228,5873,96792,Available
R0001616,S001398,Qatar Airways,Privilege Club,Economy,37644,17127,118851,Available
R0001617,S001398,Singapore Airlines,KrisFlyer,Economy,55794,16910,157808,Available
R0001618,S001398,Emirates,Skywards,Economy,30874,15787,87511,Available
R0001619,S001400,Emirates,Skywards,Business,101574,15472,263638,Available
R0001620,S001401,Air Canada,Aeroplan,Business,62205,11517,178669,Available
R0001621,S001401,Air India,Flying Returns,Business,127605,9710,333286,Available
R0001622,S001401,United Airlines,MileagePlus,Business,89519,10230,160949,Available
R0001623,S001406,Singapore Airlines,KrisFlyer,First,197179,5306,330234,Available
R0001624,S001406,Lufthansa,Miles & More,First,181948,14545,482426,Available
R0001625,S001407,Air Canada,Aeroplan,Business,121449,7156,241266,Available
R0001626,S001407,Air India,Flying Returns,Business,92805,5478,201728,Available
R0001627,S001409,Emirates,Skywards,Economy,28475,17802,83976,Available
R0001628,S001410,Air Canada,Aeroplan,Business,129769,5962,262725,Available
R0001629,S001410,Singapore Airlines,KrisFlyer,Business,84430,4025,254234,Available
R0001630,S001410,United Airlines,MileagePlus,Business,113472,12836,245745,Available
R0001631,S001411,Lufthansa,Miles & More,Business,72542,12877,131759,Available
R0001632,S001411,Etihad Airways,Etihad Guest,Business,60776,14951,201608,Available
R0001633,S001411,Qatar Airways,Privilege Club,Business,79770,10530,221227,Available
R0001634,S001413,Emirates,Skywards,Economy,38909,14208,103352,Available
R0001635,S001413,Singapore Airlines,KrisFlyer,Economy,46673,12370,110568,Available
R0001636,S001414,United Airlines,MileagePlus,First,162104,8563,417817,Available
R0001637,S001415,United Airlines,MileagePlus,Economy,53061,12408,120660,Available
R0001638,S001415,Lufthansa,Miles & More,Economy,64493,7233,118150,Available
R0001639,S001416,Air India,Flying Returns,Business,79262,6904,211721,Available
R0001640,S001419,Air India,Flying Returns,Economy,28014,7482,90979,Available
R0001641,S001419,United Airlines,MileagePlus,Economy,28104,6437,58906,Available
R0001642,S001420,Lufthansa,Miles & More,Business,119541,5700,261277,Available
R0001643,S001420,Singapore Airlines,KrisFlyer,Business,87627,5170,224596,Available
