attempt_id,click_id,user_id,result_id,search_id,attempt_date
BA000481,C001339,U0218,R0004574,S003927,2026-07-12
BA000482,C001579,U0014,R0005393,S004688,2026-02-26
BA000483,C001565,U0152,R0003221,S002802,2026-05-06
BA000484,C000345,U0250,R0002952,S002576,2026-02-08
BA000485,C000344,U0372,R0004937,S004275,2026-07-11
BA000486,C002591,U0267,R0002203,S001927,2026-05-21
BA000487,C002006,U0428,R0004790,S004135,2026-04-14
BA000488,C002284,U0493,R0000098,S000080,2026-02-07
BA000489,C000621,U0267,R0000226,S000205,2026-06-25
BA000490,C000561,U0133,R0004550,S003910,2026-01-26
BA000491,C002459,U0063,R0004593,S003944,2026-04-20
BA000492,C002378,U0242,R0004285,S003690,2026-08-02
BA000493,C000739,U0152,R0006344,S005488,2026-01-21
BA000494,C002311,U0143,R0002942,S002566,2026-04-02
BA000495,C001597,U0058,R0003711,S003204,2026-05-02
BA000496,C000680,U0037,R0004188,S003603,2026-01-25
BA000497,C000045,U0161,R0004301,S003708,2026-02-11
BA000498,C001324,U0339,R0003034,S002652,2026-07-13
BA000499,C000013,U0304,R0000017,S000014,2026-03-24
BA000500,C001388,U0058,R0003810,S003288,2026-06-13
BA000501,C001842,U0410,R0005533,S004807,2026-04-21
BA000502,C000292,U0476,R0003448,S002992,2026-04-25
BA000503,C000162,U0141,R0000315,S000281,2026-06-28
BA000504,C001063,U0316,R0001390,S001191,2026-06-13
BA000505,C001477,U0122,R0001722,S001482,2026-02-07
BA000506,C000799,U0264,R0004825,S004167,2026-01-13
BA000507,C001415,U0285,R0000764,S000671,2026-03-01
BA000508,C001740,U0094,R0006266,S005431,2026-06-11
BA000509,C000532,U0435,R0002087,S001824,2026-08-18
BA000510,C001972,U0243,R0001751,S001509,2026-03-01
BA000511,C000965,U0368,R0002427,S002115,2026-06-07
BA000512,C001005,U0111,R0000321,S000286,2026-08-26
BA000513,C000176,U0053,R0004306,S003712,2026-04-21
BA000514,C000301,U0409,R0004111,S003536,2026-02-17
BA000515,C000683,U0180,R0006134,S005320,2026-01-10
BA000516,C002095,U0309,R0003133,S002738,2026-06-02
BA000517,C001681,U0053,R0002682,S002334,2026-01-08
BA000518,C000785,U0163,R0004000,S003444,2026-03-02
BA000519,C001046,U0357,R0002345,S002042,2026-08-16
BA000520,C000804,U0199,R0001085,S000946,2026-02-22
BA000521,C000917,U0079,R0001604,S001391,2026-01-10
BA000522,C001269,U0312,R0000158,S000136,2026-04-16
BA000523,C001455,U0455,R0006437,S005563,2026-07-19
BA000524,C000640,U0092,R0003597,S003111,2026-07-04
BA000525,C002283,U0447,R0003470,S003011,2026-05-26
BA000526,C002262,U0424,R0003650,S003148,2026-05-24
BA000527,C001079,U0073,R0006032,S005243,2026-02-03
BA000528,C002428,U0402,R0005408,S004701,2026-06-13
BA000529,C000949,U0096,R0004201,S003612,2026-03-07
BA000530,C001137,U0215,R0001866,S001622,2026-02-04
BA000531,C001491,U0269,R0001231,S001069,2026-08-15
BA000532,C000686,U0243,R0005009,S004334,2026-02-15
BA000533,C001011,U0213,R0004026,S003467,2026-06-05
BA000534,C000021,U0232,R0005078,S004394,2026-08-24
BA000535,C000533,U0320,R0001789,S001548,2026-06-24
BA000536,C002005,U0429,R0001535,S001327,2026-01-12
BA000537,C001947,U0169,R0001010,S000876,2026-08-01
BA000538,C001304,U0258,R0000997,S000867,2026-04-06
BA000539,C000599,U0214,R0000974,S000854,2026-06-07
BA000540,C001970,U0228,R0000526,S000456,2026-06-06
BA000541,C002154,U0206,R0002553,S002226,2026-01-19
BA000542,C001753,U0286,R0005349,S004648,2026-01-26
BA000543,C001186,U0393,R0004148,S003569,2026-03-18
BA000544,C002494,U0457,R0004237,S003644,2026-06-27
BA000545,C001322,U0482,R0002812,S002438,2026-07-05
BA000546,C000870,U0497,R0002169,S001895,2026-05-25
BA000547,C001205,U0302,R0000857,S000752,2026-08-23
BA000548,C002237,U0142,R0004331,S003739,2026-08-03
BA000549,C002129,U0499,R0000776,S000678,2026-04-16
BA000550,C000328,U0186,R0000650,S000579,2026-06-15
BA000551,C000122,U0479,R0006151,S005334,2026-02-22
BA000552,C001997,U0184,R0006831,S005936,2026-08-06
BA000553,C001774,U0345,R0004642,S003996,2026-04-14
BA000554,C002274,U0287,R0006047,S005251,2026-04-13
BA000555,C001844,U0271,R0001815,S001577,2026-07-12
BA000556,C001628,U0031,R0001725,S001486,2026-06-14
BA000557,C001834,U0247,R0001403,S001205,2026-08-09
BA000558,C001980,U0196,R0005842,S005070,2026-07-07
BA000559,C001934,U0321,R0003730,S003217,2026-04-08
BA000560,C001806,U0008,R0004459,S003843,2026-07-16
BA000561,C002314,U0206,R0006736,S005843,2026-06-26
BA000562,C001156,U0082,R0000265,S000239,2026-02-21
BA000563,C000944,U0480,R0006238,S005402,2026-08-20
BA000564,C001928,U0246,R0002808,S002434,2026-08-01
BA000565,C000948,U0431,R0005071,S004388,2026-08-25
BA000566,C001895,U0426,R0000876,S000772,2026-07-18
BA000567,C002145,U0188,R0001634,S001413,2026-05-29
BA000568,C000510,U0395,R0004321,S003727,2026-01-05
BA000569,C002347,U0214,R0003889,S003355,2026-04-13
BA000570,C000281,U0309,R0002698,S002346,2026-01-11
BA000571,C002105,U0370,R0001668,S001439,2026-06-05
BA000572,C000406,U0197,R0000996,S000866,2026-07-29
BA000573,C001332,U0390,R0006551,S005667,2026-06-14
BA000574,C000484,U0201,R0000896,S000789,2026-05-10
BA000575,C000408,U0465,R0000877,S000774,2026-05-17
BA000576,C001427,U0452,R0003837,S003308,2026-04-08
BA000577,C002098,U0282,R0006493,S005613,2026-04-25
BA000578,C001624,U0389,R0005782,S005013,2026-05-14
BA000579,C000609,U0342,R0005142,S004446,2026-05-28
BA000580,C002260,U0201,R0006616,S005721,2026-02-12
BA000581,C000724,U0043,R0005662,S004917,2026-01-06
BA000582,C000899,U0201,R0000449,S000397,2026-06-08
BA000583,C000018,U0060,R0005741,S004976,2026-08-07
BA000584,C001924,U0492,R0005536,S004809,2026-03-09
BA000585,C001316,U0341,R0000754,S000664,2026-08-08
BA000586,C001872,U0361,R0001594,S001382,2026-05-23
BA000587,C000017,U0078,R0002100,S001834,2026-05-17
BA000588,C000568,U0340,R0006800,S005903,2026-02-02
BA000589,C000890,U0497,R0002935,S002562,2026-06-26
BA000590,C000810,U0302,R0004239,S003645,2026-04-13
BA000591,C001261,U0215,R0005898,S005114,2026-06-03
BA000592,C000290,U0405,R0005322,S004620,2026-03-02
BA000593,C001893,U0435,R0000594,S000515,2026-05-26
BA000594,C000956,U0406,R0000238,S000216,2026-01-08
BA000595,C000010,U0232,R0004448,S003835,2026-05-24
BA000596,C002535,U0492,R0005214,S004518,2026-01-18
BA000597,C000747,U0046,R0003734,S003218,2026-08-06
BA000598,C000326,U0003,R0001458,S001259,2026-01-14
BA000599,C000128,U0057,R0005036,S004362,2026-08-07
BA000600,C000134,U0446,R0005220,S004521,2026-04-26
BA000601,C000657,U0331,R0002105,S001840,2026-02-09
BA000602,C001792,U0098,R0000673,S000599,2026-06-01
BA000603,C002086,U0331,R0001713,S001475,2026-07-01
BA000604,C002038,U0122,R0001721,S001482,2026-02-07
BA000605,C002355,U0383,R0004272,S003678,2026-03-03
BA000606,C000032,U0416,R0003190,S002784,2026-07-02
BA000607,C000435,U0290,R0005203,S004504,2026-07-20
BA000608,C002253,U0059,R0005669,S004922,2026-05-20
BA000609,C002478,U0030,R0000742,S000654,2026-02-04
BA000610,C000181,U0183,R0005304,S004599,2026-06-01
BA000611,C001301,U0173,R0006286,S005446,2026-02-01
BA000612,C001136,U0096,R0002449,S002134,2026-02-21
BA000613,C002252,U0059,R0001448,S001249,2026-08-18
BA000614,C000771,U0132,R0005164,S004470,2026-02-11
BA000615,C000275,U0181,R0003457,S002998,2026-08-19
BA000616,C001457,U0256,R0001119,S000977,2026-06-28
BA000617,C002512,U0278,R0005619,S004878,2026-07-05
BA000618,C002117,U0458,R0006087,S005283,2026-08-22
BA000619,C001213,U0071,R0002975,S002594,2026-06-14
BA000620,C001965,U0012,R0004986,S004313,2026-03-06
BA000621,C000093,U0014,R0003987,S003433,2026-05-26
BA000622,C000398,U0099,R0002638,S002295,2026-02-06
BA000623,C001001,U0321,R0001016,S000880,2026-06-14
BA000624,C001237,U0272,R0000843,S000740,2026-06-25
BA000625,C002001,U0391,R0004292,S003698,2026-04-06
BA000626,C002060,U0396,R0005553,S004818,2026-04-07
BA000627,C000419,U0307,R0000630,S000557,2026-07-30
BA000628,C000390,U0436,R0005816,S005034,2026-04-06
BA000629,C002179,U0068,R0006652,S005760,2026-06-28
BA000630,C001957,U0386,R0000156,S000134,2026-05-27
BA000631,C000014,U0450,R0006848,S005947,2026-02-05
BA000632,C002026,U0168,R0003510,S003037,2026-04-07
BA000633,C002248,U0246,R0002217,S001940,2026-05-22
BA000634,C000605,U0087,R0003410,S002958,2026-03-16
BA000635,C000782,U0117,R0003060,S002672,2026-08-16
BA000636,C002310,U0232,R0002995,S002612,2026-03-19
BA000637,C002089,U0278,R0000842,S000739,2026-04-19
BA000638,C001231,U0025,R0005312,S004611,2026-02-16
BA000639,C002241,U0123,R0001037,S000901,2026-02-16
BA000640,C000945,U0155,R0004189,S003604,2026-06-22
BA000641,C001748,U0450,R0006847,S005947,2026-02-05
BA000642,C002002,U0218,R0004765,S004116,2026-06-17
BA000643,C001831,U0388,R0001190,S001033,2026-02-11
BA000644,C002425,U0328,R0005604,S004862,2026-05-28
BA000645,C000316,U0036,R0001701,S001465,2026-02-28
BA000646,C002113,U0175,R0003937,S003395,2026-06-26
BA000647,C000652,U0078,R0000382,S000345,2026-07-09
BA000648,C001401,U0043,R0001087,S000947,2026-08-21
BA000649,C002268,U0153,R0000549,S000476,2026-06-04
BA000650,C000119,U0308,R0005545,S004814,2026-07-10
BA000651,C001351,U0260,R0003077,S002686,2026-05-13
BA000652,C000109,U0261,R0002266,S001975,2026-01-18
BA000653,C001176,U0018,R0003245,S002817,2026-01-22
BA000654,C001781,U0211,R0001821,S001582,2026-05-21
BA000655,C000576,U0115,R0000027,S000023,2026-08-04
BA000656,C001877,U0453,R0004254,S003658,2026-03-30
BA000657,C002066,U0392,R0006453,S005579,2026-08-01
BA000658,C000722,U0152,R0004398,S003791,2026-07-02
BA000659,C000636,U0251,R0006001,S005203,2026-08-18
BA000660,C000401,U0335,R0005775,S005004,2026-05-11
BA000661,C000616,U0447,R0001094,S000952,2026-01-06
BA000662,C000432,U0122,R0000295,S000266,2026-03-20
BA000663,C000030,U0174,R0006189,S005361,2026-06-17
BA000664,C000081,U0143,R0001335,S001149,2026-04-14
BA000665,C001144,U0282,R0003325,S002884,2026-01-23
BA000666,C000397,U0123,R0006483,S005607,2026-01-31
BA000667,C000148,U0358,R0006010,S005213,2026-03-08
BA000668,C000555,U0471,R0002984,S002601,2026-05-13
BA000669,C002416,U0406,R0000239,S000216,2026-01-08
BA000670,C000334,U0299,R0006045,S005250,2026-03-30
BA000671,C000861,U0223,R0004325,S003732,2026-04-17
BA000672,C000480,U0232,R0005079,S004395,2026-03-30
BA000673,C000526,U0231,R0000447,S000396,2026-07-24
BA000674,C000036,U0249,R0001265,S001096,2026-03-20
BA000675,C000140,U0455,R0005062,S004381,2026-01-10
BA000676,C002127,U0253,R0002432,S002120,2026-02-20
BA000677,C001501,U0459,R0001707,S001472,2026-06-19
BA000678,C000167,U0369,R0000093,S000077,2026-02-26
BA000679,C000633,U0004,R0003148,S002747,2026-06-11
BA000680,C002046,U0031,R0002535,S002212,2026-06-28
BA000681,C000854,U0455,R0005148,S004449,2026-05-02
BA000682,C001096,U0340,R0001245,S001080,2026-02-15
BA000683,C000335,U0016,R0000349,S000308,2026-08-07
BA000684,C002544,U0178,R0003353,S002901,2026-01-07
BA000685,C001859,U0306,R0001493,S001289,2026-03-19
BA000686,C001708,U0119,R0006264,S005429,2026-04-09
BA000687,C002325,U0341,R0000435,S000389,2026-05-24
BA000688,C000210,U0185,R0003069,S002678,2026-04-20
BA000689,C001773,U0069,R0000719,S000636,2026-02-20
BA000690,C001884,U0176,R0003583,S003100,2026-01-29
BA000691,C000227,U0006,R0005930,S005141,2026-03-27
BA000692,C001155,U0169,R0005509,S004787,2026-04-15
BA000693,C001504,U0073,R0005979,S005186,2026-08-13
BA000694,C000516,U0131,R0005441,S004733,2026-01-30
BA000695,C001225,U0474,R0001393,S001196,2026-08-03
BA000696,C001083,U0269,R0005096,S004405,2026-08-22
BA000697,C000137,U0153,R0005157,S004460,2026-02-06
BA000698,C002329,U0047,R0004470,S003849,2026-02-17
BA000699,C002542,U0261,R0002255,S001967,2026-07-21
BA000700,C000718,U0024,R0002260,S001969,2026-06-08
BA000701,C000488,U0185,R0003431,S002978,2026-01-16
BA000702,C000079,U0063,R0000709,S000629,2026-04-28
BA000703,C002133,U0058,R0001545,S001333,2026-02-20
BA000704,C002540,U0154,R0002663,S002312,2026-01-19
BA000705,C000242,U0328,R0006062,S005262,2026-07-05
BA000706,C001829,U0450,R0000847,S000742,2026-08-04
BA000707,C000451,U0157,R0004062,S003494,2026-01-10
BA000708,C001981,U0267,R0000552,S000478,2026-07-19
BA000709,C000089,U0332,R0003969,S003420,2026-05-06
BA000710,C000223,U0423,R0004675,S004023,2026-03-16
BA000711,C000005,U0322,R0004657,S004006,2026-07-21
BA000712,C001724,U0301,R0002335,S002038,2026-02-03
BA000713,C001564,U0119,R0002034,S001782,2026-05-20
BA000714,C002353,U0425,R0003324,S002880,2026-02-12
BA000715,C001292,U0199,R0001991,S001732,2026-07-04
BA000716,C002176,U0277,R0004680,S004033,2026-05-08
BA000717,C002218,U0195,R0002338,S002039,2026-06-13
BA000718,C001357,U0055,R0005276,S004578,2026-04-22
BA000719,C000002,U0275,R0000638,S000563,2026-06-02
BA000720,C002324,U0223,R0003307,S002866,2026-02-12
BA000721,C001464,U0014,R0005394,S004688,2026-02-26
BA000722,C000893,U0123,R0000543,S000473,2026-08-10
BA000723,C002427,U0339,R0001252,S001088,2026-06-09
BA000724,C002334,U0374,R0002816,S002441,2026-08-10
BA000725,C000270,U0289,R0003608,S003117,2026-05-15
BA000726,C002561,U0290,R0004203,S003616,2026-05-26
BA000727,C000915,U0336,R0004939,S004280,2026-03-05
BA000728,C000851,U0212,R0005648,S004901,2026-02-11
BA000729,C000044,U0201,R0006144,S005328,2026-04-11
BA000730,C000692,U0408,R0006827,S005932,2026-02-01
BA000731,C000548,U0231,R0006399,S005529,2026-08-21
BA000732,C001582,U0170,R0006461,S005589,2026-07-25
BA000733,C001732,U0015,R0002889,S002525,2026-06-07
BA000734,C001025,U0392,R0006889,S005984,2026-03-27
BA000735,C001533,U0038,R0000879,S000776,2026-03-19
BA000736,C000481,U0388,R0003527,S003052,2026-04-09
BA000737,C002219,U0275,R0001452,S001254,2026-02-06
BA000738,C001902,U0322,R0004658,S004006,2026-07-21
BA000739,C001098,U0153,R0001841,S001600,2026-05-04
BA000740,C000251,U0098,R0003418,S002968,2026-04-22
BA000741,C002338,U0105,R0004917,S004257,2026-02-22
BA000742,C001728,U0168,R0002785,S002415,2026-01-04
BA000743,C000710,U0361,R0005279,S004579,2026-01-27
BA000744,C001566,U0157,R0000644,S000572,2026-07-18
BA000745,C000953,U0123,R0004408,S003805,2026-07-08
BA000746,C000225,U0014,R0001501,S001298,2026-03-21
BA000747,C000386,U0173,R0003299,S002858,2026-01-02
BA000748,C000815,U0256,R0001120,S000977,2026-06-28
BA000749,C001604,U0481,R0003972,S003423,2026-07-31
BA000750,C002015,U0336,R0004940,S004280,2026-03-05
BA000751,C000280,U0221,R0004844,S004185,2026-03-13
BA000752,C000092,U0196,R0003642,S003143,2026-02-23
BA000753,C002031,U0192,R0006402,S005534,2026-08-13
BA000754,C000558,U0094,R0000343,S000302,2026-07-23
BA000755,C002139,U0327,R0003727,S003214,2026-05-06
BA000756,C000449,U0360,R0004101,S003528,2026-01-02
BA000757,C001528,U0165,R0001816,S001578,2026-01-09
BA000758,C002592,U0473,R0004638,S003991,2026-02-18
BA000759,C000384,U0348,R0001726,S001487,2026-07-09
BA000760,C001344,U0328,R0000907,S000801,2026-05-02
BA000761,C000250,U0359,R0006412,S005540,2026-06-23
BA000762,C002350,U0028,R0002357,S002055,2026-03-10
BA000763,C001047,U0409,R0001356,S001165,2026-08-15
BA000764,C001076,U0381,R0005339,S004632,2026-06-02
BA000765,C000755,U0413,R0002791,S002421,2026-03-04
BA000766,C000983,U0445,R0004654,S004004,2026-02-22
BA000767,C001617,U0172,R0001571,S001362,2026-07-19
BA000768,C002108,U0169,R0001264,S001094,2026-07-23
BA000769,C002306,U0320,R0006196,S005367,2026-04-20
BA000770,C000569,U0236,R0006220,S005388,2026-03-28
BA000771,C000395,U0225,R0000473,S000413,2026-04-05
BA000772,C002233,U0473,R0002277,S001986,2026-03-31
BA000773,C001623,U0157,R0000645,S000572,2026-07-18
BA000774,C001216,U0353,R0001923,S001678,2026-07-30
BA000775,C000934,U0331,R0001630,S001410,2026-07-23
BA000776,C001637,U0169,R0000464,S000407,2026-03-23
BA000777,C000931,U0483,R0001557,S001347,2026-08-21
BA000778,C000264,U0261,R0001505,S001302,2026-06-04
BA000779,C000716,U0138,R0006611,S005718,2026-05-12
BA000780,C001791,U0030,R0002416,S002107,2026-02-11
BA000781,C001560,U0191,R0000838,S000735,2026-04-06
BA000782,C000559,U0444,R0000296,S000267,2026-08-11
BA000783,C000400,U0230,R0001677,S001444,2026-06-23
BA000784,C001226,U0323,R0002972,S002592,2026-07-19
BA000785,C000726,U0455,R0003706,S003198,2026-01-06
BA000786,C000787,U0238,R0005128,S004437,2026-07-05
BA000787,C001770,U0032,R0003791,S003271,2026-04-10
BA000788,C000833,U0270,R0002844,S002478,2026-04-27
BA000789,C001262,U0066,R0004403,S003799,2026-04-17
BA000790,C001713,U0361,R0001593,S001382,2026-05-23
BA000791,C001317,U0248,R0006687,S005800,2026-08-02
BA000792,C001234,U0332,R0001790,S001549,2026-07-30
BA000793,C001775,U0275,R0006828,S005933,2026-05-23
BA000794,C002196,U0246,R0003009,S002628,2026-07-17
BA000795,C000194,U0322,R0000065,S000051,2026-02-17
BA000796,C001026,U0396,R0006835,S005939,2026-01-13
BA000797,C001633,U0067,R0004421,S003812,2026-03-14
BA000798,C001321,U0076,R0006139,S005323,2026-05-13
BA000799,C000230,U0446,R0001727,S001488,2026-04-21
BA000800,C002420,U0261,R0005925,S005136,2026-06-26
BA000801,C001267,U0293,R0005921,S005132,2026-02-06
BA000802,C001658,U0368,R0004632,S003980,2026-03-16
BA000803,C002318,U0411,R0002728,S002371,2026-04-28
BA000804,C001520,U0424,R0005769,S004998,2026-03-25
BA000805,C002309,U0367,R0003637,S003137,2026-03-07
BA000806,C002320,U0134,R0000331,S000292,2026-01-06
BA000807,C001611,U0009,R0005634,S004894,2026-07-24
BA000808,C001443,U0436,R0005817,S005034,2026-04-06
BA000809,C001503,U0365,R0003547,S003068,2026-07-21
BA000810,C002375,U0129,R0004528,S003889,2026-08-14
BA000811,C000649,U0013,R0004488,S003863,2026-04-23
BA000812,C001447,U0320,R0006195,S005367,2026-04-20
BA000813,C002505,U0067,R0006389,S005519,2026-02-16
BA000814,C000730,U0475,R0003849,S003320,2026-01-10
BA000815,C000375,U0090,R0006801,S005904,2026-06-06
BA000816,C001496,U0498,R0001161,S001017,2026-08-15
BA000817,C002023,U0151,R0005955,S005164,2026-03-12
BA000818,C002130,U0254,R0003576,S003097,2026-03-12
BA000819,C001188,U0423,R0000811,S000711,2026-04-03
BA000820,C001983,U0256,R0000989,S000862,2026-05-03
BA000821,C001500,U0336,R0002050,S001797,2026-05-27
BA000822,C000413,U0331,R0006449,S005574,2026-02-07
BA000823,C001847,U0307,R0002016,S001767,2026-04-10
BA000824,C000825,U0350,R0005158,S004461,2026-07-30
BA000825,C002123,U0425,R0004982,S004309,2026-05-27
BA000826,C001821,U0054,R0002482,S002166,2026-04-22
BA000827,C001380,U0328,R0000213,S000193,2026-06-22
BA000828,C000266,U0268,R0002601,S002260,2026-06-06
BA000829,C000349,U0165,R0005057,S004374,2026-06-13
BA000830,C001389,U0172,R0003671,S003169,2026-08-24
BA000831,C001971,U0011,R0001398,S001201,2026-05-26
BA000832,C002061,U0483,R0001570,S001361,2026-02-17
BA000833,C001822,U0337,R0003355,S002906,2026-01-16
BA000834,C002272,U0346,R0000300,S000270,2026-05-12
BA000835,C000743,U0337,R0002188,S001910,2026-03-05
BA000836,C001683,U0375,R0004707,S004053,2026-02-11
BA000837,C001665,U0195,R0006775,S005881,2026-05-22
BA000838,C002147,U0004,R0005422,S004717,2026-01-07
BA000839,C000473,U0293,R0005480,S004766,2026-08-11
BA000840,C001995,U0162,R0000554,S000480,2026-02-10
BA000841,C002245,U0293,R0006403,S005535,2026-08-01
BA000842,C000580,U0339,R0001091,S000951,2026-04-16
BA000843,C001173,U0322,R0005739,S004975,2026-03-14
BA000844,C001248,U0175,R0003938,S003395,2026-06-26
BA000845,C000206,U0264,R0000965,S000846,2026-06-24
BA000846,C000479,U0186,R0003827,S003303,2026-08-27
BA000847,C002538,U0333,R0004862,S004205,2026-04-05
BA000848,C000797,U0265,R0000133,S000115,2026-02-10
BA000849,C000918,U0240,R0001322,S001138,2026-04-14
BA000850,C001920,U0389,R0001504,S001299,2026-08-23
BA000851,C002101,U0179,R0004049,S003485,2026-04-03
BA000852,C002112,U0371,R0005743,S004977,2026-06-05
BA000853,C001712,U0432,R0002868,S002502,2026-07-31
BA000854,C000094,U0263,R0000063,S000050,2026-05-16
BA000855,C002595,U0115,R0000414,S000373,2026-04-07
BA000856,C000663,U0032,R0004205,S003617,2026-04-13
BA000857,C000835,U0383,R0003119,S002729,2026-04-08
BA000858,C001701,U0220,R0005101,S004411,2026-07-19
BA000859,C001300,U0160,R0004877,S004217,2026-08-20
BA000860,C000783,U0250,R0006532,S005651,2026-07-20
BA000861,C000183,U0068,R0004021,S003464,2026-01-29
BA000862,C001411,U0057,R0000688,S000610,2026-01-20
BA000863,C000798,U0078,R0000959,S000843,2026-03-28
BA000864,C000209,U0335,R0002877,S002509,2026-06-07
BA000865,C002531,U0356,R0000903,S000797,2026-01-13
BA000866,C001122,U0098,R0002541,S002218,2026-07-01
BA000867,C002036,U0097,R0005999,S005202,2026-03-18
BA000868,C002445,U0178,R0005107,S004418,2026-06-16
BA000869,C001818,U0428,R0000119,S000104,2026-03-03
BA000870,C000714,U0072,R0003064,S002674,2026-07-03
BA000871,C000278,U0487,R0002974,S002593,2026-05-29
BA000872,C002526,U0341,R0004929,S004267,2026-07-18
BA000873,C002319,U0106,R0001699,S001464,2026-03-10
BA000874,C002503,U0491,R0003875,S003342,2026-01-19
BA000875,C001982,U0172,R0001573,S001362,2026-07-19
BA000876,C001749,U0373,R0001999,S001748,2026-06-16
BA000877,C000693,U0478,R0003930,S003389,2026-03-29
BA000878,C001645,U0402,R0001533,S001326,2026-06-29
BA000879,C002576,U0272,R0006820,S005922,2026-02-16
BA000880,C001827,U0395,R0004052,S003486,2026-03-10
BA000881,C001273,U0333,R0002860,S002497,2026-04-02
BA000882,C000236,U0205,R0002880,S002511,2026-04-09
BA000883,C000332,U0432,R0000935,S000820,2026-07-06
BA000884,C001167,U0189,R0006566,S005679,2026-04-12
BA000885,C001488,U0063,R0003747,S003232,2026-06-07
BA000886,C001642,U0067,R0004627,S003977,2026-03-08
BA000887,C001255,U0334,R0001784,S001542,2026-03-25
BA000888,C001218,U0496,R0005940,S005147,2026-07-08
BA000889,C000050,U0162,R0002287,S001996,2026-06-13
BA000890,C000880,U0022,R0003709,S003201,2026-08-17
BA000891,C000444,U0245,R0000144,S000128,2026-04-14
BA000892,C001343,U0015,R0001954,S001707,2026-02-12
BA000893,C000971,U0131,R0003091,S002706,2026-07-04
BA000894,C000101,U0017,R0002858,S002494,2026-08-20
BA000895,C002481,U0032,R0001690,S001456,2026-03-03
BA000896,C000385,U0299,R0000030,S000026,2026-02-16
BA000897,C002075,U0070,R0003006,S002622,2026-03-06
BA000898,C000330,U0428,R0003988,S003434,2026-04-21
BA000899,C000069,U0100,R0003685,S003182,2026-03-24
BA000900,C001667,U0158,R0003896,S003359,2026-05-28
BA000901,C002303,U0244,R0002707,S002354,2026-04-02
BA000902,C002321,U0106,R0001382,S001185,2026-08-09
BA000903,C002280,U0299,R0003080,S002687,2026-03-13
BA000904,C000677,U0405,R0005508,S004786,2026-03-15
BA000905,C000746,U0430,R0004214,S003625,2026-06-07
BA000906,C001091,U0341,R0004344,S003750,2026-06-27
BA000907,C002474,U0443,R0005361,S004658,2026-03-20
BA000908,C001244,U0301,R0002336,S002038,2026-02-03
BA000909,C001919,U0099,R0004387,S003784,2026-06-01
BA000910,C001700,U0360,R0002581,S002249,2026-03-13
BA000911,C002351,U0376,R0006513,S005633,2026-07-06
BA000912,C000381,U0447,R0005405,S004699,2026-08-05
BA000913,C000503,U0223,R0005560,S004822,2026-08-28
BA000914,C001199,U0045,R0004571,S003926,2026-06-24
BA000915,C000846,U0277,R0001971,S001718,2026-06-08
BA000916,C001095,U0014,R0003625,S003129,2026-07-27
BA000917,C001220,U0447,R0005226,S004526,2026-03-07
BA000918,C001462,U0403,R0000805,S000706,2026-07-10
BA000919,C000433,U0254,R0003919,S003380,2026-01-01
BA000920,C002450,U0045,R0001705,S001467,2026-04-16
BA000921,C000723,U0294,R0004158,S003576,2026-05-27
BA000922,C000777,U0173,R0001928,S001680,2026-06-28
BA000923,C002454,U0263,R0004356,S003760,2026-05-13
BA000924,C001452,U0247,R0001853,S001612,2026-03-15
BA000925,C001744,U0272,R0006885,S005978,2026-08-25
BA000926,C002032,U0079,R0006244,S005410,2026-05-18
BA000927,C001363,U0374,R0000633,S000561,2026-07-21
BA000928,C001171,U0054,R0005331,S004627,2026-02-12
BA000929,C000203,U0283,R0004075,S003503,2026-06-11
BA000930,C002277,U0048,R0003916,S003375,2026-07-18
BA000931,C001512,U0084,R0003450,S002994,2026-01-05
BA000932,C001469,U0389,R0004114,S003542,2026-01-12
BA000933,C001819,U0392,R0000652,S000580,2026-03-16
BA000934,C000175,U0069,R0004434,S003824,2026-02-05
BA000935,C000078,U0167,R0000962,S000844,2026-08-02
BA000936,C001385,U0342,R0004178,S003593,2026-07-05
BA000937,C002019,U0357,R0000608,S000535,2026-02-17
BA000938,C001737,U0180,R0001047,S000909,2026-03-02
BA000939,C001022,U0242,R0003117,S002727,2026-02-01
BA000940,C000829,U0299,R0005022,S004354,2026-07-12
BA000941,C001746,U0030,R0004109,S003534,2026-03-19
BA000942,C002357,U0367,R0004226,S003636,2026-02-14
BA000943,C001359,U0075,R0004374,S003775,2026-06-19
BA000944,C001104,U0171,R0004133,S003558,2026-01-17
BA000945,C000565,U0031,R0002038,S001784,2026-03-09
BA000946,C000786,U0490,R0000911,S000803,2026-03-29
BA000947,C000622,U0306,R0005857,S005081,2026-01-03
BA000948,C000517,U0144,R0003996,S003442,2026-01-26
BA000949,C001660,U0314,R0004535,S003897,2026-07-09
BA000950,C002455,U0331,R0003430,S002977,2026-04-19
