search_id,user_id,origin,destination,search_date,travel_date,cabin,device
S001375,U0158,Delhi,Singapore,2026-05-05,2026-07-11,Economy,Mobile
S001376,U0435,Mumbai,Paris,2026-03-18,2026-05-18,Economy,Mobile
S001377,U0246,Mumbai,New York,2026-01-03,2026-04-03,Business,Mobile
S001378,U0344,Bengaluru,London,2026-06-30,2026-12-21,Business,Mobile
S001379,U0432,Hyderabad,Dubai,2026-04-02,2026-08-05,First,Mobile
S001380,U0236,Delhi,London,2026-06-15,2026-09-01,Economy,Mobile
S001381,U0033,Mumbai,Dubai,2026-06-28,2026-09-16,Business,Mobile
S001382,U0361,Delhi,Singapore,2026-05-23,2026-10-05,Business,Mobile
S001383,U0241,Mumbai,London,2026-04-10,2026-07-10,First,Mobile
S001384,U0330,Delhi,London,2026-05-07,2026-10-13,Economy,Desktop
S001385,U0338,Delhi,London,2026-07-14,2026-10-24,Business,Mobile
S001386,U0275,Bengaluru,London,2026-07-11,2026-09-08,Economy,Mobile
S001387,U0071,Delhi,Tokyo,2026-03-09,2026-09-05,Business,Mobile
S001388,U0313,Mumbai,Singapore,2026-05-13,2026-09-06,Economy,Mobile
S001389,U0403,Mumbai,Singapore,2026-03-31,2026-06-05,Business,Desktop
S001390,U0216,Mumbai,Dubai,2026-03-30,2026-05-26,Business,Desktop
S001391,U0079,Delhi,Paris,2026-01-10,2026-05-17,Economy,Desktop
S001392,U0169,Delhi,Paris,2026-01-08,2026-03-28,Business,Mobile
S001393,U0298,Delhi,New York,2026-01-12,2026-07-05,Economy,Mobile
S001394,U0471,Mumbai,Dubai,2026-03-05,2026-03-18,Economy,Mobile
S001395,U0180,Delhi,London,2026-04-28,2026-07-18,Economy,Mobile
S001396,U0116,Delhi,London,2026-02-28,2026-03-25,Economy,Mobile
S001397,U0260,Delhi,New York,2026-07-14,2026-12-10,Business,Mobile
S001398,U0486,Delhi,Bangkok,2026-08-07,2026-10-22,Economy,Desktop
S001399,U0260,Delhi,Bangkok,2026-02-19,2026-04-22,Business,Mobile
S001400,U0005,Delhi,Singapore,2026-05-31,2026-10-22,Business,Tablet
S001401,U0297,Mumbai,Paris,2026-02-09,2026-08-08,Business,Mobile
S001402,U0108,Bengaluru,Dubai,2026-05-02,2026-07-27,Business,Desktop
S001403,U0343,Mumbai,Dubai,2026-04-07,2026-07-31,Economy,Mobile
S001404,U0360,Delhi,Singapore,2026-07-25,2026-09-04,Business,Desktop
S001405,U0117,Bengaluru,Dubai,2026-05-07,2026-07-24,Economy,Mobile
S001406,U0357,Mumbai,London,2026-03-28,2026-07-04,First,Mobile
S001407,U0445,Bengaluru,Dubai,2026-08-11,2026-08-20,Business,Mobile
S001408,U0331,Hyderabad,Dubai,2026-03-18,2026-05-29,Business,Tablet
S001409,U0439,Bengaluru,London,2026-05-01,2026-06-28,Economy,Tablet
S001410,U0331,Mumbai,Paris,2026-07-23,2026-10-30,Business,Mobile
S001411,U0013,Delhi,Paris,2026-08-15,2026-10-07,Business,Desktop
S001412,U0142,Bengaluru,London,2026-05-26,2026-06-04,Business,Mobile
S001413,U0188,Mumbai,Dubai,2026-05-29,2026-10-25,Economy,Mobile
S001414,U0456,Delhi,London,2026-08-25,2026-11-23,First,Mobile
S001415,U0281,Mumbai,London,2026-04-21,2026-05-31,Economy,Tablet
S001416,U0466,Bengaluru,London,2026-08-22,2026-10-17,Business,Mobile
S001417,U0115,Delhi,Dubai,2026-05-09,2026-06-17,Business,Mobile
S001418,U0428,Delhi,London,2026-06-15,2026-09-02,Economy,Mobile
S001419,U0236,Delhi,Dubai,2026-02-10,2026-02-19,Economy,Mobile
S001420,U0338,Delhi,Paris,2026-06-19,2026-06-27,Business,Mobile
S001421,U0010,Hyderabad,Dubai,2026-08-27,2027-01-12,Economy,Mobile
S001422,U0199,Hyderabad,Dubai,2026-05-17,2026-06-08,Economy,Mobile
S001423,U0252,Mumbai,Singapore,2026-01-23,2026-03-03,Business,Mobile
S001424,U0050,Delhi,Bangkok,2026-03-19,2026-04-03,Business,Mobile
S001425,U0428,Delhi,Paris,2026-01-11,2026-03-15,Business,Mobile
S001426,U0142,Mumbai,Singapore,2026-03-12,2026-04-27,Economy,Desktop
S001427,U0271,Delhi,New York,2026-06-08,2026-08-05,Economy,Mobile
S001428,U0016,Delhi,Dubai,2026-08-04,2026-08-26,Business,Desktop
S001429,U0002,Bengaluru,Dubai,2026-01-26,2026-06-17,Business,Mobile
S001430,U0158,Mumbai,London,2026-01-30,2026-05-03,Business,Mobile
S001431,U0030,Delhi,Singapore,2026-06-11,2026-08-16,Business,Mobile
S001432,U0082,Bengaluru,London,2026-06-23,2026-12-10,Economy,Desktop
S001433,U0031,Mumbai,London,2026-04-12,2026-04-21,Economy,Desktop
S001434,U0236,Mumbai,Dubai,2026-03-10,2026-03-31,First,Mobile
S001435,U0496,Mumbai,New York,2026-05-13,2026-08-29,Business,Mobile
S001436,U0333,Delhi,London,2026-07-08,2026-08-06,Business,Desktop
S001437,U0148,Delhi,Paris,2026-07-30,2026-12-14,First,Mobile
S001438,U0177,Mumbai,Singapore,2026-06-15,2026-11-26,First,Desktop
S001439,U0370,Mumbai,New York,2026-06-05,2026-12-01,Business,Mobile
S001440,U0035,Mumbai,New York,2026-06-03,2026-06-26,Economy,Desktop
S001441,U0023,Mumbai,Singapore,2026-03-02,2026-06-30,First,Mobile
S001442,U0106,Delhi,New York,2026-04-16,2026-06-19,Business,Mobile
S001443,U0097,Bengaluru,London,2026-01-23,2026-05-19,Economy,Desktop
S001444,U0230,Delhi,Paris,2026-06-23,2026-11-11,Business,Mobile
S001445,U0227,Delhi,Paris,2026-04-23,2026-10-13,Economy,Mobile
S001446,U0371,Delhi,Bangkok,2026-01-30,2026-04-24,Business,Mobile
S001447,U0100,Delhi,Dubai,2026-03-08,2026-08-04,Economy,Mobile
S001448,U0445,Delhi,Singapore,2026-08-08,2026-09-27,Business,Mobile
S001449,U0468,Bengaluru,Dubai,2026-06-10,2026-06-28,Business,Tablet
S001450,U0055,Delhi,Singapore,2026-08-22,2026-09-05,Business,Desktop
S001451,U0195,Delhi,Dubai,2026-05-11,2026-08-05,Business,Mobile
S001452,U0008,Mumbai,Singapore,2026-07-16,2026-09-01,Business,Desktop
S001453,U0424,Delhi,Dubai,2026-05-01,2026-10-16,Economy,Mobile
S001454,U0315,Delhi,Dubai,2026-03-24,2026-05-15,Economy,Desktop
S001455,U0128,Hyderabad,Dubai,2026-06-19,2026-07-24,Business,Mobile
S001456,U0032,Delhi,New York,2026-03-03,2026-03-25,Economy,Desktop
S001457,U0093,Mumbai,Dubai,2026-07-05,2026-11-21,Economy,Desktop
S001458,U0007,Hyderabad,Dubai,2026-02-26,2026-03-09,Economy,Desktop
S001459,U0258,Hyderabad,Dubai,2026-08-28,2026-10-03,Economy,Mobile
S001460,U0341,Delhi,Singapore,2026-01-01,2026-05-04,Business,Mobile
S001461,U0390,Mumbai,Dubai,2026-04-12,2026-04-23,Business,Mobile
S001462,U0220,Delhi,Bangkok,2026-07-20,2026-12-14,Economy,Mobile
S001463,U0240,Delhi,Paris,2026-07-07,2026-08-31,Business,Mobile
S001464,U0106,Bengaluru,London,2026-03-10,2026-06-13,Economy,Desktop
S001465,U0036,Delhi,Tokyo,2026-02-28,2026-04-25,Business,Desktop
S001466,U0416,Bengaluru,London,2026-02-15,2026-03-07,Economy,Mobile
S001467,U0045,Mumbai,Dubai,2026-04-16,2026-08-08,Business,Mobile
S001468,U0298,Bengaluru,London,2026-02-03,2026-03-27,Economy,Desktop
S001469,U0309,Mumbai,Dubai,2026-04-11,2026-07-08,Economy,Desktop
S001470,U0366,Delhi,Paris,2026-04-07,2026-08-17,Business,Mobile
S001471,U0009,Mumbai,New York,2026-06-02,2026-08-31,Economy,Mobile
S001472,U0459,Delhi,London,2026-06-19,2026-07-29,First,Desktop
S001473,U0087,Mumbai,Singapore,2026-01-29,2026-04-16,Business,Desktop
S001474,U0370,Mumbai,London,2026-06-02,2026-08-07,Economy,Mobile
S001475,U0331,Mumbai,London,2026-07-01,2026-09-19,Business,Desktop
S001476,U0177,Mumbai,New York,2026-05-03,2026-07-29,Economy,Desktop
S001477,U0130,Mumbai,London,2026-03-14,2026-08-06,Economy,Mobile
S001478,U0195,Mumbai,Paris,2026-07-14,2026-10-26,First,Desktop
S001479,U0011,Delhi,London,2026-05-23,2026-08-28,Economy,Mobile
S001480,U0306,Bengaluru,London,2026-01-04,2026-04-15,Business,Desktop
S001481,U0419,Mumbai,Paris,2026-08-25,2027-01-10,Economy,Mobile
S001482,U0122,Bengaluru,London,2026-02-07,2026-08-01,Business,Mobile
S001483,U0399,Mumbai,Singapore,2026-01-20,2026-03-27,Economy,Desktop
S001484,U0235,Bengaluru,Dubai,2026-04-23,2026-08-20,Economy,Desktop
S001485,U0331,Mumbai,Dubai,2026-01-23,2026-04-20,First,Tablet
S001486,U0031,Delhi,London,2026-06-14,2026-09-12,Economy,Mobile
S001487,U0348,Delhi,Singapore,2026-07-09,2026-08-09,Business,Mobile
S001488,U0446,Delhi,London,2026-04-21,2026-05-30,Business,Tablet
S001489,U0412,Bengaluru,Dubai,2026-05-16,2026-06-10,Business,Desktop
S001490,U0224,Delhi,Dubai,2026-06-14,2026-08-16,Business,Tablet
S001491,U0153,Mumbai,Paris,2026-02-14,2026-03-07,Economy,Mobile
S001492,U0212,Mumbai,Paris,2026-04-07,2026-05-24,Economy,Mobile
S001493,U0092,Mumbai,Dubai,2026-02-02,2026-04-09,Business,Mobile
S001494,U0409,Mumbai,New York,2026-05-15,2026-09-07,Business,Desktop
S001495,U0331,Delhi,London,2026-01-22,2026-05-04,Economy,Desktop
S001496,U0467,Mumbai,Singapore,2026-05-13,2026-06-10,Economy,Mobile
S001497,U0348,Delhi,London,2026-08-26,2027-02-19,Business,Mobile
S001498,U0129,Bengaluru,Dubai,2026-01-15,2026-06-30,First,Mobile
S001499,U0443,Hyderabad,Dubai,2026-01-21,2026-06-17,First,Desktop
S001500,U0197,Mumbai,Dubai,2026-05-06,2026-10-25,Business,Mobile
S001501,U0458,Delhi,Dubai,2026-03-30,2026-05-01,Economy,Desktop
S001502,U0042,Delhi,Paris,2026-01-17,2026-06-05,Business,Mobile
S001503,U0366,Mumbai,Dubai,2026-02-25,2026-07-06,Business,Mobile
S001504,U0418,Delhi,Tokyo,2026-02-19,2026-06-02,Economy,Mobile
S001505,U0228,Delhi,New York,2026-05-15,2026-10-01,Economy,Desktop
S001506,U0194,Mumbai,London,2026-04-28,2026-07-14,Economy,Mobile
S001507,U0018,Delhi,Bangkok,2026-05-02,2026-05-26,Business,Desktop
S001508,U0333,Mumbai,Singapore,2026-02-19,2026-05-31,Economy,Desktop
S001509,U0243,Bengaluru,Dubai,2026-03-01,2026-07-19,Economy,Mobile
S001510,U0389,Bengaluru,Dubai,2026-05-05,2026-07-16,Economy,Mobile
S001511,U0276,Delhi,Dubai,2026-07-30,2026-12-10,Economy,Desktop
S001512,U0450,Delhi,London,2026-04-26,2026-06-13,Economy,Mobile
S001513,U0127,Hyderabad,Dubai,2026-05-15,2026-09-15,Business,Mobile
S001514,U0075,Delhi,Tokyo,2026-06-17,2026-07-04,Economy,Tablet
S001515,U0062,Delhi,London,2026-06-22,2026-07-24,Business,Desktop
S001516,U0478,Delhi,Bangkok,2026-07-06,2026-12-08,Business,Mobile
S001517,U0480,Delhi,Singapore,2026-03-29,2026-09-19,Business,Mobile
S001518,U0288,Mumbai,Dubai,2026-07-22,2026-09-22,Business,Desktop
S001519,U0186,Delhi,Tokyo,2026-04-15,2026-08-17,Economy,Mobile
S001520,U0178,Delhi,Dubai,2026-02-24,2026-07-28,Economy,Mobile
S001521,U0166,Bengaluru,Dubai,2026-03-05,2026-05-07,Economy,Mobile
S001522,U0183,Delhi,Dubai,2026-07-12,2026-07-23,First,Mobile
S001523,U0028,Mumbai,New York,2026-07-01,2026-07-21,Economy,Tablet
S001524,U0330,Mumbai,Dubai,2026-04-06,2026-05-06,Business,Desktop
S001525,U0470,Delhi,New York,2026-06-17,2026-08-30,Business,Desktop
S001526,U0247,Bengaluru,London,2026-06-30,2026-08-23,First,Tablet
S001527,U0337,Delhi,Dubai,2026-02-13,2026-04-20,Business,Mobile
S001528,U0022,Mumbai,Singapore,2026-07-10,2026-07-19,Business,Mobile
S001529,U0427,Delhi,Singapore,2026-05-10,2026-09-12,Economy,Desktop
S001530,U0467,Delhi,London,2026-07-26,2026-12-16,Business,Mobile
S001531,U0465,Mumbai,Paris,2026-05-29,2026-09-12,Economy,Mobile
S001532,U0472,Mumbai,London,2026-08-04,2026-11-01,Business,Mobile
S001533,U0420,Delhi,New York,2026-02-19,2026-03-21,Business,Mobile
S001534,U0096,Mumbai,Singapore,2026-07-28,2026-12-13,Economy,Mobile
S001535,U0122,Mumbai,Singapore,2026-04-21,2026-09-11,Business,Mobile
S001536,U0250,Delhi,Dubai,2026-06-29,2026-07-06,Economy,Mobile
S001537,U0494,Delhi,Singapore,2026-05-17,2026-09-16,Business,Mobile
S001538,U0379,Delhi,Singapore,2026-04-09,2026-09-25,Business,Mobile
S001539,U0308,Delhi,Paris,2026-05-28,2026-10-21,Business,Mobile
S001540,U0420,Delhi,Bangkok,2026-07-30,2026-12-29,Economy,Tablet
S001541,U0412,Delhi,New York,2026-05-26,2026-06-11,Economy,Tablet
S001542,U0334,Delhi,London,2026-03-25,2026-08-24,Business,Desktop
S001543,U0442,Mumbai,Dubai,2026-01-30,2026-07-07,Business,Tablet
S001544,U0420,Delhi,Dubai,2026-08-20,2027-01-02,Economy,Tablet
S001545,U0326,Delhi,Dubai,2026-03-06,2026-05-30,Economy,Mobile
S001546,U0137,Mumbai,London,2026-01-24,2026-05-09,Economy,Mobile
S001547,U0277,Mumbai,Dubai,2026-08-04,2027-01-01,First,Tablet
S001548,U0320,Mumbai,Dubai,2026-06-24,2026-11-20,Economy,Desktop
S001549,U0332,Delhi,London,2026-07-30,2026-12-16,Economy,Mobile
S001550,U0061,Delhi,London,2026-08-10,2026-09-30,Business,Desktop
S001551,U0250,Delhi,Dubai,2026-03-31,2026-08-02,Economy,Mobile
S001552,U0478,Delhi,Dubai,2026-04-16,2026-06-13,First,Mobile
S001553,U0095,Delhi,Singapore,2026-06-21,2026-10-17,Economy,Mobile
S001554,U0296,Mumbai,Singapore,2026-08-18,2027-01-06,Economy,Mobile
S001555,U0184,Delhi,Dubai,2026-06-06,2026-11-14,Economy,Mobile
S001556,U0260,Delhi,Singapore,2026-03-18,2026-07-14,Economy,Desktop
S001557,U0287,Mumbai,London,2026-03-09,2026-03-28,Economy,Mobile
S001558,U0155,Delhi,Dubai,2026-04-19,2026-05-12,Economy,Mobile
S001559,U0186,Delhi,London,2026-05-25,2026-07-14,Economy,Mobile
S001560,U0409,Delhi,Singapore,2026-04-07,2026-09-01,Business,Desktop
S001561,U0069,Bengaluru,London,2026-05-13,2026-07-31,Economy,Tablet
S001562,U0326,Mumbai,Dubai,2026-04-02,2026-04-13,First,Mobile
S001563,U0261,Delhi,Dubai,2026-03-29,2026-05-07,Business,Mobile
S001564,U0115,Delhi,Tokyo,2026-07-28,2026-12-13,Economy,Mobile
S001565,U0347,Mumbai,Dubai,2026-02-19,2026-07-29,Economy,Desktop
S001566,U0008,Mumbai,Dubai,2026-04-13,2026-06-26,Business,Mobile
S001567,U0265,Delhi,Bangkok,2026-04-22,2026-05-14,Economy,Mobile
S001568,U0271,Mumbai,Paris,2026-06-17,2026-11-20,Economy,Mobile
S001569,U0484,Delhi,Singapore,2026-08-24,2026-10-05,Economy,Mobile
S001570,U0249,Mumbai,Singapore,2026-02-15,2026-06-03,Business,Desktop
S001571,U0105,Mumbai,Dubai,2026-06-28,2026-12-14,Business,Mobile
S001572,U0263,Delhi,London,2026-01-11,2026-02-11,Economy,Mobile
S001573,U0224,Delhi,New York,2026-01-12,2026-03-31,Business,Desktop
S001574,U0328,Delhi,London,2026-05-21,2026-08-16,Business,Desktop
S001575,U0495,Delhi,Singapore,2026-03-05,2026-05-11,Economy,Mobile
S001576,U0371,Bengaluru,Dubai,2026-01-08,2026-02-01,Business,Tablet
S001577,U0271,Bengaluru,Dubai,2026-07-12,2026-09-14,Business,Desktop
S001578,U0165,Mumbai,Dubai,2026-01-09,2026-04-01,First,Mobile
S001579,U0083,Mumbai,New York,2026-08-08,2026-12-13,Economy,Mobile
S001580,U0295,Mumbai,Singapore,2026-05-10,2026-07-12,First,Mobile
S001581,U0134,Delhi,Tokyo,2026-03-19,2026-06-30,Business,Mobile
S001582,U0211,Mumbai,Dubai,2026-05-21,2026-07-29,Business,Mobile
S001583,U0313,Delhi,London,2026-08-28,2026-09-15,Economy,Desktop
S001584,U0092,Delhi,Dubai,2026-01-02,2026-01-19,Economy,Desktop
S001585,U0337,Mumbai,London,2026-07-15,2026-12-09,First,Mobile
S001586,U0490,Mumbai,London,2026-07-23,2027-01-08,Business,Mobile
S001587,U0403,Mumbai,Paris,2026-06-25,2026-07-28,Economy,Mobile
S001588,U0127,Bengaluru,London,2026-03-15,2026-07-03,Economy,Desktop
S001589,U0191,Mumbai,Dubai,2026-05-11,2026-07-23,Economy,Desktop
S001590,U0159,Delhi,Singapore,2026-07-15,2026-10-18,Business,Mobile
S001591,U0331,Delhi,London,2026-05-14,2026-07-04,Business,Desktop
S001592,U0335,Delhi,Tokyo,2026-03-28,2026-06-23,Economy,Mobile
S001593,U0010,Bengaluru,Dubai,2026-01-05,2026-03-19,Economy,Desktop
S001594,U0107,Hyderabad,Dubai,2026-05-11,2026-10-14,Business,Mobile
S001595,U0087,Delhi,Bangkok,2026-05-18,2026-09-03,Economy,Mobile
S001596,U0067,Delhi,Dubai,2026-06-20,2026-09-25,Economy,Mobile
S001597,U0062,Delhi,London,2026-05-27,2026-07-14,Economy,Desktop
S001598,U0387,Delhi,New York,2026-01-14,2026-02-09,Economy,Desktop
S001599,U0146,Bengaluru,Dubai,2026-05-29,2026-07-22,Business,Tablet
S001600,U0153,Delhi,Dubai,2026-05-04,2026-05-28,Business,Mobile
S001601,U0107,Delhi,London,2026-02-12,2026-06-26,First,Mobile
S001602,U0148,Mumbai,Paris,2026-01-28,2026-04-21,Economy,Mobile
S001603,U0186,Delhi,London,2026-05-29,2026-06-10,Business,Desktop
S001604,U0349,Delhi,Singapore,2026-06-13,2026-07-28,Business,Desktop
S001605,U0342,Bengaluru,London,2026-01-24,2026-02-10,Economy,Desktop
S001606,U0178,Mumbai,Dubai,2026-07-01,2026-10-27,Economy,Desktop
S001607,U0377,Delhi,London,2026-06-15,2026-11-21,Business,Desktop
S001608,U0335,Mumbai,Paris,2026-01-17,2026-05-11,Business,Tablet
S001609,U0487,Mumbai,New York,2026-05-30,2026-09-07,Economy,Mobile
S001610,U0266,Hyderabad,Dubai,2026-03-24,2026-05-24,Economy,Desktop
S001611,U0149,Mumbai,London,2026-02-14,2026-05-15,Business,Desktop
S001612,U0247,Delhi,London,2026-03-15,2026-05-18,First,Mobile
S001613,U0254,Delhi,Paris,2026-07-08,2026-08-20,Business,Desktop
S001614,U0500,Mumbai,Singapore,2026-05-19,2026-06-10,Economy,Mobile
S001615,U0029,Mumbai,Dubai,2026-03-02,2026-05-17,Economy,Mobile
S001616,U0352,Mumbai,Paris,2026-02-07,2026-05-17,Economy,Desktop
S001617,U0266,Delhi,Dubai,2026-03-07,2026-08-25,Business,Mobile
S001618,U0013,Mumbai,Dubai,2026-02-02,2026-07-02,Business,Mobile
S001619,U0047,Delhi,London,2026-02-12,2026-03-08,Business,Desktop
S001620,U0151,Delhi,Singapore,2026-06-08,2026-11-08,Economy,Mobile
S001621,U0050,Delhi,Singapore,2026-04-22,2026-10-17,First,Mobile
S001622,U0215,Mumbai,Singapore,2026-02-04,2026-06-20,Business,Desktop
S001623,U0479,Bengaluru,London,2026-02-06,2026-06-30,First,Mobile
S001624,U0132,Delhi,Tokyo,2026-06-24,2026-08-15,Business,Mobile
S001625,U0372,Delhi,Dubai,2026-08-27,2026-09-21,Business,Mobile
S001626,U0113,Delhi,London,2026-04-10,2026-05-24,Business,Mobile
S001627,U0252,Delhi,London,2026-01-23,2026-03-07,Economy,Mobile
S001628,U0451,Delhi,Dubai,2026-06-13,2026-10-09,First,Desktop
S001629,U0341,Bengaluru,London,2026-06-17,2026-08-07,Economy,Mobile
S001630,U0053,Delhi,Paris,2026-08-19,2026-12-20,Business,Mobile
S001631,U0130,Mumbai,Paris,2026-08-06,2027-01-21,First,Tablet
S001632,U0324,Mumbai,Dubai,2026-03-30,2026-08-13,Economy,Desktop
S001633,U0193,Mumbai,Dubai,2026-07-28,2026-09-16,Business,Mobile
S001634,U0079,Mumbai,Singapore,2026-01-15,2026-04-28,Business,Mobile
S001635,U0057,Delhi,London,2026-06-14,2026-09-11,Business,Desktop
S001636,U0097,Mumbai,New York,2026-08-25,2027-01-02,Business,Desktop
S001637,U0198,Hyderabad,Dubai,2026-05-12,2026-09-19,Business,Desktop
S001638,U0135,Mumbai,London,2026-05-30,2026-07-02,Business,Mobile
S001639,U0147,Delhi,Paris,2026-07-28,2026-09-20,Economy,Mobile
S001640,U0172,Mumbai,Singapore,2026-01-22,2026-05-02,Economy,Mobile
S001641,U0063,Delhi,Dubai,2026-07-28,2026-08-10,Economy,Desktop
S001642,U0065,Delhi,New York,2026-07-25,2027-01-02,Business,Desktop
S001643,U0295,Mumbai,Dubai,2026-03-19,2026-06-18,Economy,Mobile
S001644,U0211,Delhi,London,2026-05-25,2026-09-20,Business,Mobile
S001645,U0109,Mumbai,New York,2026-03-13,2026-06-16,Economy,Tablet
S001646,U0282,Delhi,Bangkok,2026-04-08,2026-08-20,Business,Mobile
S001647,U0172,Mumbai,London,2026-03-31,2026-04-24,Economy,Mobile
S001648,U0012,Delhi,Singapore,2026-04-19,2026-05-28,Business,Desktop
S001649,U0406,Delhi,Tokyo,2026-04-04,2026-09-18,Business,Mobile
S001650,U0333,Mumbai,Paris,2026-08-02,2026-11-12,First,Mobile
S001651,U0220,Delhi,Paris,2026-03-21,2026-07-27,Business,Mobile
S001652,U0398,Mumbai,Dubai,2026-04-04,2026-05-05,Business,Desktop
S001653,U0342,Bengaluru,Dubai,2026-03-21,2026-08-16,Business,Mobile
S001654,U0286,Delhi,Dubai,2026-02-07,2026-07-29,Business,Desktop
S001655,U0172,Mumbai,New York,2026-06-01,2026-11-20,Economy,Mobile
S001656,U0468,Delhi,London,2026-08-16,2026-08-26,Business,Desktop
S001657,U0236,Mumbai,New York,2026-08-15,2026-12-07,Business,Mobile
S001658,U0475,Mumbai,Dubai,2026-05-14,2026-08-10,Economy,Mobile
S001659,U0166,Delhi,Singapore,2026-07-15,2026-07-31,Business,Desktop
S001660,U0187,Mumbai,London,2026-07-29,2026-09-08,Business,Mobile
S001661,U0170,Delhi,Dubai,2026-05-14,2026-08-27,First,Desktop
S001662,U0052,Mumbai,New York,2026-01-26,2026-05-16,First,Mobile
S001663,U0319,Delhi,Tokyo,2026-04-11,2026-05-10,Economy,Mobile
S001664,U0189,Bengaluru,Dubai,2026-08-07,2026-10-17,Economy,Mobile
S001665,U0120,Delhi,Dubai,2026-06-18,2026-09-14,Economy,Desktop
S001666,U0105,Delhi,Paris,2026-03-16,2026-08-22,Economy,Mobile
S001667,U0162,Bengaluru,London,2026-02-07,2026-03-02,Business,Desktop
S001668,U0295,Mumbai,London,2026-07-27,2026-12-28,Economy,Mobile
S001669,U0041,Delhi,London,2026-03-24,2026-08-05,Business,Mobile
S001670,U0377,Bengaluru,London,2026-06-20,2026-11-26,Business,Mobile
S001671,U0364,Bengaluru,Dubai,2026-06-30,2026-12-23,Business,Mobile
S001672,U0165,Mumbai,New York,2026-05-23,2026-11-18,Economy,Mobile
S001673,U0321,Delhi,Singapore,2026-08-06,2026-09-12,Economy,Desktop
S001674,U0374,Mumbai,Singapore,2026-02-25,2026-05-07,Economy,Mobile
S001675,U0335,Delhi,Dubai,2026-04-15,2026-07-10,Economy,Mobile
S001676,U0160,Delhi,Paris,2026-07-03,2026-10-09,First,Tablet
S001677,U0264,Delhi,Paris,2026-01-31,2026-07-05,Business,Mobile
S001678,U0353,Delhi,Dubai,2026-07-30,2026-09-04,Economy,Mobile
S001679,U0018,Delhi,Tokyo,2026-07-04,2026-11-10,Business,Mobile
S001680,U0173,Mumbai,Dubai,2026-06-28,2026-11-12,Economy,Mobile
S001681,U0477,Hyderabad,Dubai,2026-06-01,2026-08-16,Business,Mobile
S001682,U0352,Mumbai,London,2026-02-27,2026-08-23,Economy,Mobile
S001683,U0033,Delhi,Dubai,2026-03-14,2026-04-18,Business,Mobile
S001684,U0261,Mumbai,London,2026-08-03,2026-08-12,Economy,Desktop
S001685,U0210,Delhi,Singapore,2026-05-12,2026-10-26,Economy,Desktop
S001686,U0496,Delhi,London,2026-01-10,2026-04-01,Economy,Desktop
S001687,U0383,Delhi,New York,2026-07-10,2026-08-30,Economy,Mobile
S001688,U0330,Delhi,New York,2026-03-14,2026-05-28,Business,Mobile
S001689,U0382,Delhi,Paris,2026-07-30,2027-01-12,Economy,Mobile
S001690,U0164,Delhi,London,2026-01-15,2026-05-12,Business,Mobile
S001691,U0481,Delhi,New York,2026-04-08,2026-07-07,Business,Mobile
S001692,U0407,Delhi,London,2026-08-22,2026-10-19,Business,Mobile
S001693,U0424,Bengaluru,London,2026-03-04,2026-07-04,Business,Mobile
S001694,U0005,Delhi,London,2026-01-19,2026-05-08,Economy,Desktop
S001695,U0034,Bengaluru,Dubai,2026-04-23,2026-10-14,Business,Mobile
S001696,U0280,Bengaluru,London,2026-03-04,2026-07-29,First,Tablet
S001697,U0145,Mumbai,Singapore,2026-04-26,2026-07-21,Business,Desktop
S001698,U0351,Delhi,Singapore,2026-07-03,2026-08-07,Business,Mobile
S001699,U0071,Delhi,Dubai,2026-01-21,2026-06-30,Business,Mobile
S001700,U0465,Mumbai,Dubai,2026-06-11,2026-09-27,Economy,Desktop
S001701,U0348,Delhi,Bangkok,2026-05-25,2026-07-29,Business,Desktop
S001702,U0230,Delhi,Tokyo,2026-05-26,2026-11-07,Business,Mobile
S001703,U0125,Delhi,London,2026-03-22,2026-04-09,Economy,Mobile
S001704,U0278,Delhi,New York,2026-03-07,2026-08-24,Business,Mobile
S001705,U0271,Delhi,Paris,2026-06-28,2026-07-14,Economy,Mobile
S001706,U0357,Mumbai,New York,2026-03-06,2026-07-24,Economy,Tablet
S001707,U0015,Delhi,London,2026-02-12,2026-07-03,Business,Mobile
S001708,U0242,Mumbai,Dubai,2026-02-26,2026-04-04,Business,Mobile
S001709,U0498,Mumbai,Dubai,2026-05-18,2026-08-23,Business,Mobile
S001710,U0153,Delhi,Bangkok,2026-02-06,2026-02-15,First,Desktop
S001711,U0053,Delhi,Singapore,2026-06-25,2026-10-13,Economy,Desktop
S001712,U0149,Mumbai,Singapore,2026-04-30,2026-09-09,Business,Desktop
S001713,U0358,Bengaluru,Dubai,2026-03-10,2026-03-17,Economy,Desktop
S001714,U0450,Mumbai,New York,2026-02-25,2026-08-23,Economy,Desktop
S001715,U0219,Delhi,Tokyo,2026-04-29,2026-09-17,Economy,Desktop
S001716,U0113,Delhi,Singapore,2026-07-23,2026-08-13,Business,Mobile
S001717,U0288,Delhi,Dubai,2026-06-13,2026-09-16,Economy,Mobile
S001718,U0277,Bengaluru,Dubai,2026-06-08,2026-11-19,Business,Desktop
S001719,U0452,Delhi,Singapore,2026-02-24,2026-07-02,Business,Mobile
S001720,U0428,Delhi,Dubai,2026-02-07,2026-06-09,Economy,Desktop
S001721,U0083,Mumbai,Dubai,2026-07-20,2026-08-31,Business,Mobile
S001722,U0450,Delhi,London,2026-08-24,2026-11-05,Economy,Desktop
